# Cross reference between SCTG and NAICS,
# Source: http://article.sapub.org/pdf/10.5923.j.ijtte.20130203.05.pdf,
sctg_code,naics_code
01,112
02,111
03,111
04,311
05,311
06,311
07,311
08,312
09,312
10,212
11,212
12,212
13,212
14,212
15,2121
16,211
17,324
18,324
19,324
20,325
21,325
22,325
23,325
24,326
25,113
26,321
27,322
28,322
29,323
30,313
30,314
30,315
31,327
32,331
33,332
34,333
35,334
35,335
36,336
37,336
38,339
39,337
40,339
