state_code,cbsa_code,place_code,cbsa_desc,place_desc,memi,cbsapci
37,24780,28080,"Greenville, NC",Greenville,1,true
39,24820,32340,"Greenville, OH",Greenville,2,true
45,24860,01360,"Greenville-Anderson, SC",Anderson,1,true
45,24860,30850,"Greenville-Anderson, SC",Greenville,1,true
28,24900,29340,"Greenwood, MS",Greenwood,2,true
45,24940,30895,"Greenwood, SC",Greenwood,2,true
28,24980,29460,"Grenada, MS",Grenada,2,true
72,25020,32221,"Guayama, PR",Guayama,1,true
28,25060,06220,"Gulfport-Biloxi, MS",Biloxi,1,true
28,25060,29700,"Gulfport-Biloxi, MS",Gulfport,1,true
40,25100,31750,"Guymon, OK",Guymon,2,true
24,25180,36075,"Hagerstown-Martinsburg, MD-WV",Hagerstown,1,true
54,25180,52060,"Hagerstown-Martinsburg, MD-WV",Martinsburg,1,true
16,25200,34390,"Hailey, ID",Hailey,2,true
22,25220,32755,"Hammond, LA",Hammond,1,true
06,25260,16224,"Hanford-Corcoran, CA",Corcoran,1,true
06,25260,31960,"Hanford-Corcoran, CA",Hanford,1,true
29,25300,30214,"Hannibal, MO",Hannibal,2,true
42,25420,11272,"Harrisburg-Carlisle, PA",Carlisle,1,true
42,25420,32800,"Harrisburg-Carlisle, PA",Harrisburg,1,true
05,25460,30460,"Harrison, AR",Harrison,2,true
51,25500,35624,"Harrisonburg, VA",Harrisonburg,1,true
09,25540,22700,"Hartford-East Hartford-Middletown, CT",East Hartford,1,true
09,25540,37000,"Hartford-East Hartford-Middletown, CT",Hartford,1,true
09,25540,47290,"Hartford-East Hartford-Middletown, CT",Middletown,1,true
31,25580,21415,"Hastings, NE",Hastings,2,true
28,25620,31020,"Hattiesburg, MS",Hattiesburg,1,true
20,25700,31100,"Hays, KS",Hays,2,true
49,25720,34200,"Heber, UT",Heber,2,true
30,25740,35600,"Helena, MT",Helena,2,true
05,25760,31190,"Helena-West Helena, AR",Helena-West Helena,2,true
37,25780,30660,"Henderson, NC",Henderson,2,true
48,25820,33320,"Hereford, TX",Hereford,2,true
41,25840,33700,"Hermiston-Pendleton, OR",Hermiston,2,true
41,25840,57150,"Hermiston-Pendleton, OR",Pendleton,2,true
37,25860,31060,"Hickory-Lenoir-Morganton, NC",Hickory,1,true
37,25860,37760,"Hickory-Lenoir-Morganton, NC",Lenoir,1,true
37,25860,44400,"Hickory-Lenoir-Morganton, NC",Morganton,1,true
26,25880,38460,"Hillsdale, MI",Hillsdale,2,true
15,25900,14650,"Hilo, HI",Hilo,2,true
45,25940,07210,"Hilton Head Island-Bluffton, SC",Bluffton,1,true
45,25940,34045,"Hilton Head Island-Bluffton, SC",Hilton Head Island,1,true
13,25980,38964,"Hinesville, GA",Hinesville,1,true
35,26020,32520,"Hobbs, NM",Hobbs,2,true
26,26090,38640,"Holland, MI",Holland,2,true
12,26140,32400,"Homosassa Springs, FL",Homosassa Springs,1,true
41,26220,34900,"Hood River, OR",Hood River,2,true
05,26260,33190,"Hope, AR",Hope,2,true
05,26300,33400,"Hot Springs, AR",Hot Springs,1,true
26,26340,39360,"Houghton, MI",Houghton,2,true
22,26380,36255,"Houma-Thibodaux, LA",Houma,1,true
22,26380,75425,"Houma-Thibodaux, LA",Thibodaux,1,true
48,26420,06128,"Houston-The Woodlands-Sugar Land, TX",Baytown,1,true
48,26420,16432,"Houston-The Woodlands-Sugar Land, TX",Conroe,1,true
48,26420,28068,"Houston-The Woodlands-Sugar Land, TX",Galveston,1,true
48,26420,35000,"Houston-The Woodlands-Sugar Land, TX",Houston,1,true
48,26420,70808,"Houston-The Woodlands-Sugar Land, TX",Sugar Land,1,true
48,26420,72656,"Houston-The Woodlands-Sugar Land, TX",The Woodlands,1,true
36,26460,35969,"Hudson, NY",Hudson,2,true
42,26500,36368,"Huntingdon, PA",Huntingdon,2,true
18,26540,35302,"Huntington, IN",Huntington,2,true
21,26580,02368,"Huntington-Ashland, WV-KY-OH",Ashland,1,true
54,26580,39460,"Huntington-Ashland, WV-KY-OH",Huntington,1,true
01,26620,37000,"Huntsville, AL",Huntsville,1,true
48,26660,35528,"Huntsville, TX",Huntsville,2,true
46,26700,31060,"Huron, SD",Huron,2,true
20,26740,33625,"Hutchinson, KS",Hutchinson,2,true
27,26780,30644,"Hutchinson, MN",Hutchinson,2,true
16,26820,39700,"Idaho Falls, ID",Idaho Falls,1,true
42,26860,36816,"Indiana, PA",Indiana,2,true
18,26900,01468,"Indianapolis-Carmel-Anderson, IN",Anderson,1,true
18,26900,10342,"Indianapolis-Carmel-Anderson, IN",Carmel,1,true
18,26900,36003,"Indianapolis-Carmel-Anderson, IN",Indianapolis city (balance),1,true
28,26940,34740,"Indianola, MS",Indianola,2,true
19,26980,38595,"Iowa City, IA",Iowa City,1,true
26,27020,40960,"Iron Mountain, MI-WI",Iron Mountain,2,true
36,27060,38077,"Ithaca, NY",Ithaca,1,true
26,27100,41420,"Jackson, MI",Jackson,1,true
28,27140,36000,"Jackson, MS",Jackson,1,true
39,27160,37842,"Jackson, OH",Jackson,2,true
47,27180,37640,"Jackson, TN",Jackson,1,true
56,27220,40120,"Jackson, WY-ID",Jackson,2,true
12,27260,35000,"Jacksonville, FL",Jacksonville,1,true
17,27300,38115,"Jacksonville, IL",Jacksonville,2,true
37,27340,34200,"Jacksonville, NC",Jacksonville,1,true
48,27380,37216,"Jacksonville, TX",Jacksonville,2,true
38,27420,40580,"Jamestown, ND",Jamestown,2,true
36,27460,21105,"Jamestown-Dunkirk-Fredonia, NY",Dunkirk,2,true
36,27460,27419,"Jamestown-Dunkirk-Fredonia, NY",Fredonia,2,true
36,27460,38264,"Jamestown-Dunkirk-Fredonia, NY",Jamestown,2,true
55,27500,06500,"Janesville-Beloit, WI",Beloit,1,true
55,27500,37825,"Janesville-Beloit, WI",Janesville,1,true
01,27530,38416,"Jasper, AL",Jasper,2,true
18,27540,37782,"Jasper, IN",Jasper,2,true
72,27580,38370,"Jayuya, PR",Jayuya,2,true
13,27600,41988,"Jefferson, GA",Jefferson,2,true
29,27620,37000,"Jefferson City, MO",Jefferson City,1,true
22,27660,38355,"Jennings, LA",Jennings,2,true
13,27700,42268,"Jesup, GA",Jesup,2,true
47,27740,38320,"Johnson City, TN",Johnson City,1,true
42,27780,38288,"Johnstown, PA",Johnstown,1,true
05,27860,35710,"Jonesboro, AR",Jonesboro,1,true
29,27900,37592,"Joplin, MO",Joplin,1,true
02,27940,36400,"Juneau, AK",Juneau,2,true
15,27980,22700,"Kahului-Wailuku-Lahaina, HI",Kahului,1,true
15,27980,42950,"Kahului-Wailuku-Lahaina, HI",Lahaina,1,true
15,27980,77450,"Kahului-Wailuku-Lahaina, HI",Wailuku,1,true
26,28020,42160,"Kalamazoo-Portage, MI",Kalamazoo,1,true
26,28020,65560,"Kalamazoo-Portage, MI",Portage,1,true
30,28060,40075,"Kalispell, MT",Kalispell,2,true
17,28100,38934,"Kankakee, IL",Kankakee,1,true
20,28140,36000,"Kansas City, MO-KS",Kansas City,1,true
20,28140,39350,"Kansas City, MO-KS",Lenexa,1,true
20,28140,53775,"Kansas City, MO-KS",Overland Park,1,true
29,28140,38000,"Kansas City, MO-KS",Kansas City,1,true
15,28180,28850,"Kapaa, HI",Kapaa,2,true
31,28260,25055,"Kearney, NE",Kearney,2,true
33,28300,39300,"Keene, NH",Keene,2,true
18,28340,39402,"Kendallville, IN",Kendallville,2,true
29,28380,38306,"Kennett, MO",Kennett,2,true
53,28420,35275,"Kennewick-Richland, WA",Kennewick,1,true
53,28420,58235,"Kennewick-Richland, WA",Richland,1,true
48,28500,39040,"Kerrville, TX",Kerrville,2,true
02,28540,38970,"Ketchikan, AK",Ketchikan,2,true
12,28580,36550,"Key West, FL",Key West,2,true
37,28620,35720,"Kill Devil Hills, NC",Kill Devil Hills,2,true
48,28660,39148,"Killeen-Temple, TX",Killeen,1,true
48,28660,72176,"Killeen-Temple, TX",Temple,1,true
47,28700,08540,"Kingsport-Bristol, TN-VA",Bristol,1,true
47,28700,39560,"Kingsport-Bristol, TN-VA",Kingsport,1,true
36,28740,39727,"Kingston, NY",Kingston,1,true
48,28780,39352,"Kingsville, TX",Kingsville,2,true
37,28820,35920,"Kinston, NC",Kinston,2,true
29,28860,39026,"Kirksville, MO",Kirksville,2,true
41,28900,39700,"Klamath Falls, OR",Klamath Falls,2,true
47,28940,40000,"Knoxville, TN",Knoxville,1,true
18,29020,40392,"Kokomo, IN",Kokomo,1,true
33,29060,40180,"Laconia, NH",Laconia,2,true
55,29100,40775,"La Crosse-Onalaska, WI-MN",La Crosse,1,true
55,29100,59925,"La Crosse-Onalaska, WI-MN",Onalaska,1,true
22,29180,40735,"Lafayette, LA",Lafayette,1,true
18,29200,40788,"Lafayette-West Lafayette, IN",Lafayette,1,true
18,29200,82862,"Lafayette-West Lafayette, IN",West Lafayette,1,true
41,29260,40350,"La Grande, OR",La Grande,2,true
13,29300,44340,"LaGrange, GA-AL",LaGrange,2,true
22,29340,41155,"Lake Charles, LA",Lake Charles,1,true
12,29380,37775,"Lake City, FL",Lake City,2,true
04,29420,37620,"Lake Havasu City-Kingman, AZ",Kingman,1,true
04,29420,39370,"Lake Havasu City-Kingman, AZ",Lake Havasu City,1,true
12,29460,38250,"Lakeland-Winter Haven, FL",Lakeland,1,true
12,29460,78275,"Lakeland-Winter Haven, FL",Winter Haven,1,true
48,29500,41164,"Lamesa, TX",Lamesa,2,true
42,29540,41216,"Lancaster, PA",Lancaster,1,true
26,29620,24120,"Lansing-East Lansing, MI",East Lansing,1,true
26,29620,46000,"Lansing-East Lansing, MI",Lansing,1,true
56,29660,45050,"Laramie, WY",Laramie,2,true
48,29700,41464,"Laredo, TX",Laredo,1,true
35,29740,39380,"Las Cruces, NM",Las Cruces,1,true
35,29780,39940,"Las Vegas, NM",Las Vegas,2,true
32,29820,31900,"Las Vegas-Henderson-Paradise, NV",Henderson,1,true
32,29820,40000,"Las Vegas-Henderson-Paradise, NV",Las Vegas,1,true
32,29820,54600,"Las Vegas-Henderson-Paradise, NV",Paradise,1,true
28,29860,39640,"Laurel, MS",Laurel,2,true
37,29900,37220,"Laurinburg, NC",Laurinburg,2,true
20,29940,38900,"Lawrence, KS",Lawrence,1,true
47,29980,41340,"Lawrenceburg, TN",Lawrenceburg,2,true
40,30020,41850,"Lawton, OK",Lawton,1,true
29,30060,41168,"Lebanon, MO",Lebanon,2,true
33,30100,41300,"Lebanon, NH-VT",Lebanon,2,true
42,30140,42168,"Lebanon, PA",Lebanon,1,true
48,30220,42448,"Levelland, TX",Levelland,2,true
42,30260,42976,"Lewisburg, PA",Lewisburg,2,true
47,30280,41860,"Lewisburg, TN",Lewisburg,2,true
16,30300,46540,"Lewiston, ID-WA",Lewiston,1,true
23,30340,02060,"Lewiston-Auburn, ME",Auburn,1,true
23,30340,38740,"Lewiston-Auburn, ME",Lewiston,1,true
42,30380,43000,"Lewistown, PA",Lewistown,2,true
31,30420,26910,"Lexington, NE",Lexington,2,true
21,30460,46027,"Lexington-Fayette, KY",Lexington-Fayette,1,true
20,30580,39825,"Liberal, KS",Liberal,2,true
39,30620,43554,"Lima, OH",Lima,1,true
17,30660,43536,"Lincoln, IL",Lincoln,2,true
31,30700,28000,"Lincoln, NE",Lincoln,1,true
05,30780,15190,"Little Rock-North Little Rock-Conway, AR",Conway,1,true
05,30780,41000,"Little Rock-North Little Rock-Conway, AR",Little Rock,1,true
05,30780,50450,"Little Rock-North Little Rock-Conway, AR",North Little Rock,1,true
42,30820,44128,"Lock Haven, PA",Lock Haven,2,true
49,30860,45860,"Logan, UT-ID",Logan,1,true
18,30900,44658,"Logansport, IN",Logansport,2,true
21,30940,47476,"London, KY",London,2,true
48,30980,43888,"Longview, TX",Longview,1,true
53,31020,40245,"Longview, WA",Longview,1,true
35,31060,42320,"Los Alamos, NM",Los Alamos,2,true
06,31080,02000,"Los Angeles-Long Beach-Anaheim, CA",Anaheim,1,true
06,31080,02462,"Los Angeles-Long Beach-Anaheim, CA",Arcadia,1,true
06,31080,08954,"Los Angeles-Long Beach-Anaheim, CA",Burbank,1,true
06,31080,11530,"Los Angeles-Long Beach-Anaheim, CA",Carson,1,true
06,31080,16532,"Los Angeles-Long Beach-Anaheim, CA",Costa Mesa,1,true
06,31080,25380,"Los Angeles-Long Beach-Anaheim, CA",Fountain Valley,1,true
06,31080,28168,"Los Angeles-Long Beach-Anaheim, CA",Gardena,1,true
06,31080,30000,"Los Angeles-Long Beach-Anaheim, CA",Glendale,1,true
06,31080,36770,"Los Angeles-Long Beach-Anaheim, CA",Irvine,1,true
06,31080,43000,"Los Angeles-Long Beach-Anaheim, CA",Long Beach,1,true
06,31080,44000,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles,1,true
06,31080,51182,"Los Angeles-Long Beach-Anaheim, CA",Newport Beach,1,true
06,31080,53980,"Los Angeles-Long Beach-Anaheim, CA",Orange,1,true
06,31080,56000,"Los Angeles-Long Beach-Anaheim, CA",Pasadena,1,true
06,31080,69000,"Los Angeles-Long Beach-Anaheim, CA",Santa Ana,1,true
06,31080,70000,"Los Angeles-Long Beach-Anaheim, CA",Santa Monica,1,true
06,31080,80000,"Los Angeles-Long Beach-Anaheim, CA",Torrance,1,true
06,31080,80854,"Los Angeles-Long Beach-Anaheim, CA",Tustin,1,true
21,31140,48006,"Louisville/Jefferson County, KY-IN",Louisville/Jefferson County metro government (balance),1,true
48,31180,45000,"Lubbock, TX",Lubbock,1,true
26,31220,49640,"Ludington, MI",Ludington,2,true
48,31260,45072,"Lufkin, TX",Lufkin,2,true
37,31300,39700,"Lumberton, NC",Lumberton,2,true
51,31340,47672,"Lynchburg, VA",Lynchburg,1,true
17,31380,45889,"Macomb, IL",Macomb,2,true
13,31420,49008,"Macon-Bibb County, GA",Macon-Bibb County,1,true
06,31460,45022,"Madera, CA",Madera,1,true
18,31500,45990,"Madison, IN",Madison,2,true
55,31540,48000,"Madison, WI",Madison,1,true
21,31580,49368,"Madisonville, KY",Madisonville,2,true
05,31620,43460,"Magnolia, AR",Magnolia,2,true
36,31660,44710,"Malone, NY",Malone,2,true
05,31680,43610,"Malvern, AR",Malvern,2,true
33,31700,45140,"Manchester-Nashua, NH",Manchester,1,true
33,31700,50260,"Manchester-Nashua, NH",Nashua,1,true
20,31740,44250,"Manhattan, KS",Manhattan,1,true
55,31820,48500,"Manitowoc, WI",Manitowoc,2,true
27,31860,39878,"Mankato, MN",Mankato,1,true
39,31900,47138,"Mansfield, OH",Mansfield,1,true
39,31930,47628,"Marietta, OH",Marietta,2,true
55,31940,49300,"Marinette, WI-MI",Marinette,2,true
18,31980,46908,"Marion, IN",Marion,2,true
37,32000,41420,"Marion, NC",Marion,2,true
39,32020,47754,"Marion, OH",Marion,2,true
26,32100,51900,"Marquette, MI",Marquette,2,true
27,32140,40688,"Marshall, MN",Marshall,2,true
29,32180,46316,"Marshall, MO",Marshall,2,true
19,32260,49755,"Marshalltown, IA",Marshalltown,2,true
47,32280,46240,"Martin, TN",Martin,2,true
51,32300,49784,"Martinsville, VA",Martinsville,2,true
29,32340,46640,"Maryville, MO",Maryville,2,true
19,32380,50160,"Mason City, IA",Mason City,2,true
72,32420,52431,"Mayagüez, PR",Mayagüez,1,true
21,32460,50898,"Mayfield, KY",Mayfield,2,true
21,32500,51024,"Maysville, KY",Maysville,2,true
40,32540,44800,"McAlester, OK",McAlester,2,true
48,32580,22660,"McAllen-Edinburg-Mission, TX",Edinburg,1,true
48,32580,45384,"McAllen-Edinburg-Mission, TX",McAllen,1,true
48,32580,48768,"McAllen-Edinburg-Mission, TX",Mission,1,true
28,32620,43280,"McComb, MS",McComb,2,true
47,32660,45100,"McMinnville, TN",McMinnville,2,true
20,32700,43950,"McPherson, KS",McPherson,2,true
42,32740,48360,"Meadville, PA",Meadville,2,true
41,32780,47000,"Medford, OR",Medford,1,true
47,32820,48000,"Memphis, TN-MS-AR",Memphis,1,true
55,32860,51025,"Menomonie, WI",Menomonie,2,true
06,32900,46898,"Merced, CA",Merced,1,true
28,32940,46640,"Meridian, MS",Meridian,2,true
29,33020,47648,"Mexico, MO",Mexico,2,true
40,33060,48000,"Miami, OK",Miami,2,true
12,33100,07300,"Miami-Fort Lauderdale-Pompano Beach, FL",Boca Raton,1,true
12,33100,07875,"Miami-Fort Lauderdale-Pompano Beach, FL",Boynton Beach,1,true
12,33100,14250,"Miami-Fort Lauderdale-Pompano Beach, FL",Coral Gables,1,true
12,33100,16725,"Miami-Fort Lauderdale-Pompano Beach, FL",Deerfield Beach,1,true
12,33100,17100,"Miami-Fort Lauderdale-Pompano Beach, FL",Delray Beach,1,true
12,33100,17935,"Miami-Fort Lauderdale-Pompano Beach, FL",Doral,1,true
12,33100,24000,"Miami-Fort Lauderdale-Pompano Beach, FL",Fort Lauderdale,1,true
12,33100,35875,"Miami-Fort Lauderdale-Pompano Beach, FL",Jupiter,1,true
12,33100,36100,"Miami-Fort Lauderdale-Pompano Beach, FL",Kendall,1,true
12,33100,45000,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami,1,true
12,33100,45025,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami Beach,1,true
12,33100,54075,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach Gardens,1,true
12,33100,58050,"Miami-Fort Lauderdale-Pompano Beach, FL",Pompano Beach,1,true
12,33100,69700,"Miami-Fort Lauderdale-Pompano Beach, FL",Sunrise,1,true
12,33100,76600,"Miami-Fort Lauderdale-Pompano Beach, FL",West Palm Beach,1,true
18,33140,42246,"Michigan City-La Porte, IN",La Porte,1,true
18,33140,48798,"Michigan City-La Porte, IN",Michigan City,1,true
21,33180,51924,"Middlesborough, KY",Middlesborough,2,true
26,33220,53780,"Midland, MI",Midland,1,true
48,33260,48072,"Midland, TX",Midland,1,true
13,33300,51492,"Milledgeville, GA",Milledgeville,2,true
55,33340,53000,"Milwaukee-Waukesha, WI",Milwaukee,1,true
55,33340,84250,"Milwaukee-Waukesha, WI",Waukesha,1,true
22,33380,50885,"Minden, LA",Minden,2,true
48,33420,48684,"Mineral Wells, TX",Mineral Wells,2,true
27,33460,06616,"Minneapolis-St. Paul-Bloomington, MN-WI",Bloomington,1,true
27,33460,17288,"Minneapolis-St. Paul-Bloomington, MN-WI",Eagan,1,true
27,33460,18116,"Minneapolis-St. Paul-Bloomington, MN-WI",Eden Prairie,1,true
27,33460,18188,"Minneapolis-St. Paul-Bloomington, MN-WI",Edina,1,true
27,33460,43000,"Minneapolis-St. Paul-Bloomington, MN-WI",Minneapolis,1,true
27,33460,43252,"Minneapolis-St. Paul-Bloomington, MN-WI",Minnetonka,1,true
27,33460,51730,"Minneapolis-St. Paul-Bloomington, MN-WI",Plymouth,1,true
27,33460,58000,"Minneapolis-St. Paul-Bloomington, MN-WI",St. Paul,1,true
38,33500,53380,"Minot, ND",Minot,2,true
30,33540,50200,"Missoula, MT",Missoula,1,true
46,33580,43100,"Mitchell, SD",Mitchell,2,true
29,33620,49034,"Moberly, MO",Moberly,2,true
01,33660,50000,"Mobile, AL",Mobile,1,true
06,33700,48354,"Modesto, CA",Modesto,1,true
22,33740,51410,"Monroe, LA",Monroe,1,true
26,33780,55020,"Monroe, MI",Monroe,1,true
01,33860,51000,"Montgomery, AL",Montgomery,1,true
08,33940,51745,"Montrose, CO",Montrose,2,true
37,33980,44320,"Morehead City, NC",Morehead City,2,true
22,34020,52040,"Morgan City, LA",Morgan City,2,true
54,34060,55756,"Morgantown, WV",Morgantown,1,true
47,34100,50280,"Morristown, TN",Morristown,1,true
16,34140,54550,"Moscow, ID",Moscow,2,true
53,34180,47245,"Moses Lake, WA",Moses Lake,2,true
13,34220,53060,"Moultrie, GA",Moultrie,2,true
05,34260,47390,"Mountain Home, AR",Mountain Home,2,true
16,34300,54730,"Mountain Home, ID",Mountain Home,2,true
37,34340,44800,"Mount Airy, NC",Mount Airy,2,true
54,34350,56342,"Mount Gay-Shamrock, WV",Mount Gay-Shamrock,2,true
26,34380,56020,"Mount Pleasant, MI",Mount Pleasant,2,true
48,34420,49800,"Mount Pleasant, TX",Mount Pleasant,2,true
21,34460,54084,"Mount Sterling, KY",Mount Sterling,2,true
17,34500,51180,"Mount Vernon, IL",Mount Vernon,2,true
39,34540,53102,"Mount Vernon, OH",Mount Vernon,2,true
53,34580,01990,"Mount Vernon-Anacortes, WA",Anacortes,1,true
53,34580,47560,"Mount Vernon-Anacortes, WA",Mount Vernon,1,true
18,34620,51876,"Muncie, IN",Muncie,1,true
21,34660,54642,"Murray, KY",Murray,2,true
19,34700,55110,"Muscatine, IA",Muscatine,2,true
26,34740,56320,"Muskegon, MI",Muskegon,1,true
40,34780,50050,"Muskogee, OK",Muskogee,2,true
45,34820,16405,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Conway,1,true
45,34820,49075,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Myrtle Beach,1,true
45,34820,51280,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",North Myrtle Beach,1,true
48,34860,50256,"Nacogdoches, TX",Nacogdoches,2,true
06,34900,50258,"Napa, CA",Napa,1,true
12,34940,43083,"Naples-Marco Island, FL",Marco Island,1,true
12,34940,47625,"Naples-Marco Island, FL",Naples,1,true
47,34980,27740,"Nashville-Davidson--Murfreesboro--Franklin, TN",Franklin,1,true
47,34980,51560,"Nashville-Davidson--Murfreesboro--Franklin, TN",Murfreesboro,1,true
47,34980,52006,"Nashville-Davidson--Murfreesboro--Franklin, TN",Nashville-Davidson metropolitan government (balance),1,true
28,35020,50440,"Natchez, MS-LA",Natchez,2,true
22,35060,53545,"Natchitoches, LA",Natchitoches,2,true
37,35100,46340,"New Bern, NC",New Bern,1,true
45,35140,49570,"Newberry, SC",Newberry,2,true
18,35220,52740,"New Castle, IN",New Castle,2,true
42,35260,53368,"New Castle, PA",New Castle,2,true
09,35300,47515,"New Haven-Milford, CT",Milford city (balance),1,true
09,35300,52000,"New Haven-Milford, CT",New Haven,1,true
22,35380,50115,"New Orleans-Metairie, LA",Metairie,1,true
22,35380,55000,"New Orleans-Metairie, LA",New Orleans,1,true
39,35420,22456,"New Philadelphia-Dover, OH",Dover,2,true
39,35420,55216,"New Philadelphia-Dover, OH",New Philadelphia,2,true
41,35440,52450,"Newport, OR",Newport,2,true
47,35460,53000,"Newport, TN",Newport,2,true
27,35580,46042,"New Ulm, MN",New Ulm,2,true
34,35620,36000,"New York-Newark-Jersey City, NY-NJ-PA",Jersey City,1,true
34,35620,38580,"New York-Newark-Jersey City, NY-NJ-PA",Lakewood,1,true
34,35620,51000,"New York-Newark-Jersey City, NY-NJ-PA",Newark,1,true
34,35620,51210,"New York-Newark-Jersey City, NY-NJ-PA",New Brunswick,1,true
36,35620,51000,"New York-Newark-Jersey City, NY-NJ-PA",New York,1,true
36,35620,81677,"New York-Newark-Jersey City, NY-NJ-PA",White Plains,1,true
26,35660,57760,"Niles, MI",Niles,1,true
04,35700,49640,"Nogales, AZ",Nogales,2,true
31,35740,34615,"Norfolk, NE",Norfolk,2,true
31,35820,35000,"North Platte, NE",North Platte,2,true
12,35840,07950,"North Port-Sarasota-Bradenton, FL",Bradenton,1,true
12,35840,49675,"North Port-Sarasota-Bradenton, FL",North Port,1,true
12,35840,64175,"North Port-Sarasota-Bradenton, FL",Sarasota,1,true
12,35840,73900,"North Port-Sarasota-Bradenton, FL",Venice,1,true
18,35860,55116,"North Vernon, IN",North Vernon,2,true
37,35900,47880,"North Wilkesboro, NC",North Wilkesboro,2,true
39,35940,57302,"Norwalk, OH",Norwalk,2,true
09,35980,52280,"Norwich-New London, CT",New London,1,true
09,35980,56200,"Norwich-New London, CT",Norwich,1,true
53,36020,50360,"Oak Harbor, WA",Oak Harbor,2,true
12,36100,50750,"Ocala, FL",Ocala,1,true
34,36140,54360,"Ocean City, NJ",Ocean City,1,true
48,36220,53388,"Odessa, TX",Odessa,1,true
49,36260,13850,"Ogden-Clearfield, UT",Clearfield,1,true
49,36260,55980,"Ogden-Clearfield, UT",Ogden,1,true
36,36300,46019,"Ogdensburg-Massena, NY",Massena,2,true
36,36300,54485,"Ogdensburg-Massena, NY",Ogdensburg,2,true
42,36340,56456,"Oil City, PA",Oil City,2,true
12,36380,51200,"Okeechobee, FL",Okeechobee,2,true
40,36420,55000,"Oklahoma City, OK",Oklahoma City,1,true
36,36460,54716,"Olean, NY",Olean,2,true
53,36500,36745,"Olympia-Lacey-Tumwater, WA",Lacey,1,true
53,36500,51300,"Olympia-Lacey-Tumwater, WA",Olympia,1,true
53,36500,72905,"Olympia-Lacey-Tumwater, WA",Tumwater,1,true
19,36540,16860,"Omaha-Council Bluffs, NE-IA",Council Bluffs,1,true
31,36540,37000,"Omaha-Council Bluffs, NE-IA",Omaha,1,true
36,36580,54881,"Oneonta, NY",Oneonta,2,true
41,36620,54900,"Ontario, OR-ID",Ontario,2,true
22,36660,58045,"Opelousas, LA",Opelousas,2,true
45,36700,53080,"Orangeburg, SC",Orangeburg,2,true
12,36740,36950,"Orlando-Kissimmee-Sanford, FL",Kissimmee,1,true
12,36740,53000,"Orlando-Kissimmee-Sanford, FL",Orlando,1,true
12,36740,63650,"Orlando-Kissimmee-Sanford, FL",Sanford,1,true
55,36780,55750,"Oshkosh-Neenah, WI",Neenah,1,true
55,36780,60500,"Oshkosh-Neenah, WI",Oshkosh,1,true
19,36820,59925,"Oskaloosa, IA",Oskaloosa,2,true
53,36830,52215,"Othello, WA",Othello,2,true
17,36837,56926,"Ottawa, IL",Ottawa,2,true
20,36840,53550,"Ottawa, KS",Ottawa,2,true
19,36900,60465,"Ottumwa, IA",Ottumwa,2,true
27,36940,49300,"Owatonna, MN",Owatonna,2,true
21,36980,58620,"Owensboro, KY",Owensboro,1,true
28,37060,54840,"Oxford, MS",Oxford,2,true
06,37100,10046,"Oxnard-Thousand Oaks-Ventura, CA",Camarillo,1,true
06,37100,54652,"Oxnard-Thousand Oaks-Ventura, CA",Oxnard,1,true
06,37100,65042,"Oxnard-Thousand Oaks-Ventura, CA",San Buenaventura (Ventura),1,true
06,37100,78582,"Oxnard-Thousand Oaks-Ventura, CA",Thousand Oaks,1,true
01,37120,57648,"Ozark, AL",Ozark,2,true
21,37140,58836,"Paducah, KY-IL",Paducah,2,true
32,37220,53800,"Pahrump, NV",Pahrump,2,true
12,37260,53875,"Palatka, FL",Palatka,2,true
48,37300,54708,"Palestine, TX",Palestine,2,true
12,37340,43975,"Palm Bay-Melbourne-Titusville, FL",Melbourne,1,true
12,37340,54000,"Palm Bay-Melbourne-Titusville, FL",Palm Bay,1,true
12,37340,71900,"Palm Bay-Melbourne-Titusville, FL",Titusville,1,true
48,37420,54912,"Pampa, TX",Pampa,2,true
12,37460,54700,"Panama City, FL",Panama City,1,true
05,37500,53390,"Paragould, AR",Paragould,2,true
47,37540,56720,"Paris, TN",Paris,2,true
48,37580,55080,"Paris, TX",Paris,2,true
54,37620,62140,"Parkersburg-Vienna, WV",Parkersburg,1,true
54,37620,83500,"Parkersburg-Vienna, WV",Vienna,1,true
20,37660,54675,"Parsons, KS",Parsons,2,true
04,37740,53700,"Payson, AZ",Payson,2,true
48,37770,56384,"Pearsall, TX",Pearsall,2,true
48,37780,56516,"Pecos, TX",Pecos,2,true
19,37800,62040,"Pella, IA",Pella,2,true
12,37860,08300,"Pensacola-Ferry Pass-Brent, FL",Brent,1,true
12,37860,22275,"Pensacola-Ferry Pass-Brent, FL",Ferry Pass,1,true
12,37860,55925,"Pensacola-Ferry Pass-Brent, FL",Pensacola,1,true
17,37900,59000,"Peoria, IL",Peoria,1,true
18,37940,59328,"Peru, IN",Peru,2,true
10,37980,77580,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Wilmington,1,true
