state_code,cbsa_code,place_code,cbsa_desc,place_desc,memi,cbsapci
41,13460,05800,"Bend, OR",Bend,1,true
45,13500,05680,"Bennettsville, SC",Bennettsville,2,true
50,13540,04750,"Bennington, VT",Bennington,2,true
33,13620,05140,"Berlin, NH",Berlin,2,true
26,13660,08300,"Big Rapids, MI",Big Rapids,2,true
48,13700,08236,"Big Spring, TX",Big Spring,2,true
51,13720,07480,"Big Stone Gap, VA",Big Stone Gap,2,true
30,13740,06550,"Billings, MT",Billings,1,true
36,13780,06607,"Binghamton, NY",Binghamton,1,true
01,13820,07000,"Birmingham-Hoover, AL",Birmingham,1,true
01,13820,35896,"Birmingham-Hoover, AL",Hoover,1,true
38,13900,07200,"Bismarck, ND",Bismarck,1,true
16,13940,07840,"Blackfoot, ID",Blackfoot,2,true
51,13980,07784,"Blacksburg-Christiansburg, VA",Blacksburg,1,true
51,13980,16608,"Blacksburg-Christiansburg, VA",Christiansburg,1,true
17,14010,06613,"Bloomington, IL",Bloomington,1,true
18,14020,05860,"Bloomington, IN",Bloomington,1,true
42,14100,05888,"Bloomsburg-Berwick, PA",Berwick,1,true
42,14100,07128,"Bloomsburg-Berwick, PA",Bloomsburg,1,true
54,14140,08524,"Bluefield, WV-VA",Bluefield,2,true
05,14180,07330,"Blytheville, AR",Blytheville,2,true
22,14220,08150,"Bogalusa, LA",Bogalusa,2,true
16,14260,08830,"Boise City, ID",Boise City,1,true
48,14300,09328,"Bonham, TX",Bonham,2,true
37,14380,07080,"Boone, NC",Boone,2,true
48,14420,09556,"Borger, TX",Borger,2,true
25,14460,07000,"Boston-Cambridge-Newton, MA-NH",Boston,1,true
25,14460,11000,"Boston-Cambridge-Newton, MA-NH",Cambridge,1,true
25,14460,24960,"Boston-Cambridge-Newton, MA-NH",Framingham,1,true
25,14460,45560,"Boston-Cambridge-Newton, MA-NH",Newton,1,true
25,14460,72600,"Boston-Cambridge-Newton, MA-NH",Waltham,1,true
08,14500,07850,"Boulder, CO",Boulder,1,true
21,14540,08902,"Bowling Green, KY",Bowling Green,1,true
30,14580,08950,"Bozeman, MT",Bozeman,2,true
42,14620,08040,"Bradford, PA",Bradford,2,true
27,14660,07300,"Brainerd, MN",Brainerd,2,true
29,14700,07966,"Branson, MO",Branson,2,true
08,14720,08400,"Breckenridge, CO",Breckenridge,2,true
53,14740,07695,"Bremerton-Silverdale-Port Orchard, WA",Bremerton,1,true
53,14740,55785,"Bremerton-Silverdale-Port Orchard, WA",Port Orchard,1,true
53,14740,64365,"Bremerton-Silverdale-Port Orchard, WA",Silverdale,1,true
48,14780,10156,"Brenham, TX",Brenham,2,true
37,14820,07720,"Brevard, NC",Brevard,2,true
09,14860,08000,"Bridgeport-Stamford-Norwalk, CT",Bridgeport,1,true
09,14860,18430,"Bridgeport-Stamford-Norwalk, CT",Danbury,1,true
09,14860,55990,"Bridgeport-Stamford-Norwalk, CT",Norwalk,1,true
09,14860,73000,"Bridgeport-Stamford-Norwalk, CT",Stamford,1,true
09,14860,74260,"Bridgeport-Stamford-Norwalk, CT",Stratford,1,true
28,15020,08820,"Brookhaven, MS",Brookhaven,2,true
41,15060,08650,"Brookings, OR",Brookings,2,true
46,15100,07580,"Brookings, SD",Brookings,2,true
47,15140,08920,"Brownsville, TN",Brownsville,2,true
48,15180,10768,"Brownsville-Harlingen, TX",Brownsville,1,true
48,15180,32372,"Brownsville-Harlingen, TX",Harlingen,1,true
48,15220,10780,"Brownwood, TX",Brownwood,2,true
13,15260,11560,"Brunswick, GA",Brunswick,1,true
39,15340,10030,"Bucyrus-Galion, OH",Bucyrus,2,true
39,15340,29162,"Bucyrus-Galion, OH",Galion,2,true
36,15380,11000,"Buffalo-Cheektowaga, NY",Buffalo,1,true
36,15380,15000,"Buffalo-Cheektowaga, NY",Cheektowaga,1,true
16,15420,11260,"Burley, ID",Burley,2,true
19,15460,09550,"Burlington, IA-IL",Burlington,2,true
37,15500,09060,"Burlington, NC",Burlington,1,true
50,15540,10675,"Burlington-South Burlington, VT",Burlington,1,true
50,15540,66175,"Burlington-South Burlington, VT",South Burlington,1,true
30,15580,11397,"Butte-Silver Bow, MT",Butte-Silver Bow (balance),2,true
26,15620,12320,"Cadillac, MI",Cadillac,2,true
13,15660,12456,"Calhoun, GA",Calhoun,2,true
24,15680,12150,"California-Lexington Park, MD",California,1,true
24,15680,46725,"California-Lexington Park, MD",Lexington Park,1,true
24,15700,12400,"Cambridge, MD",Cambridge,2,true
39,15740,10996,"Cambridge, OH",Cambridge,2,true
05,15780,10720,"Camden, AR",Camden,2,true
21,15820,12160,"Campbellsville, KY",Campbellsville,2,true
08,15860,11810,"Cañon City, CO",Cañon City,2,true
39,15940,12000,"Canton-Massillon, OH",Canton,1,true
39,15940,48244,"Canton-Massillon, OH",Massillon,1,true
12,15980,10275,"Cape Coral-Fort Myers, FL",Cape Coral,1,true
12,15980,24125,"Cape Coral-Fort Myers, FL",Fort Myers,1,true
29,16020,11242,"Cape Girardeau, MO-IL",Cape Girardeau,1,true
17,16060,11163,"Carbondale-Marion, IL",Carbondale,1,true
17,16060,46916,"Carbondale-Marion, IL",Marion,1,true
35,16100,05220,"Carlsbad-Artesia, NM",Artesia,2,true
35,16100,12150,"Carlsbad-Artesia, NM",Carlsbad,2,true
19,16140,11080,"Carroll, IA",Carroll,2,true
32,16180,09700,"Carson City, NV",Carson City,1,true
56,16220,13150,"Casper, WY",Casper,1,true
49,16260,11320,"Cedar City, UT",Cedar City,2,true
19,16300,12000,"Cedar Rapids, IA",Cedar Rapids,1,true
13,16340,14500,"Cedartown, GA",Cedartown,2,true
39,16380,12868,"Celina, OH",Celina,2,true
21,16420,13978,"Central City, KY",Central City,2,true
17,16460,12164,"Centralia, IL",Centralia,2,true
53,16500,11160,"Centralia, WA",Centralia,2,true
42,16540,12536,"Chambersburg-Waynesboro, PA",Chambersburg,1,true
42,16540,81824,"Chambersburg-Waynesboro, PA",Waynesboro,1,true
17,16580,12385,"Champaign-Urbana, IL",Champaign,1,true
17,16580,77005,"Champaign-Urbana, IL",Urbana,1,true
54,16620,14600,"Charleston, WV",Charleston,1,true
17,16660,12567,"Charleston-Mattoon, IL",Charleston,2,true
17,16660,47553,"Charleston-Mattoon, IL",Mattoon,2,true
45,16700,13330,"Charleston-North Charleston, SC",Charleston,1,true
45,16700,50875,"Charleston-North Charleston, SC",North Charleston,1,true
37,16740,12000,"Charlotte-Concord-Gastonia, NC-SC",Charlotte,1,true
37,16740,14100,"Charlotte-Concord-Gastonia, NC-SC",Concord,1,true
37,16740,25580,"Charlotte-Concord-Gastonia, NC-SC",Gastonia,1,true
45,16740,61405,"Charlotte-Concord-Gastonia, NC-SC",Rock Hill,1,true
51,16820,14968,"Charlottesville, VA",Charlottesville,1,true
47,16860,14000,"Chattanooga, TN-GA",Chattanooga,1,true
56,16940,13900,"Cheyenne, WY",Cheyenne,1,true
17,16980,07133,"Chicago-Naperville-Elgin, IL-IN-WI",Bolingbrook,1,true
17,16980,14000,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago,1,true
17,16980,19642,"Chicago-Naperville-Elgin, IL-IN-WI",Des Plaines,1,true
17,16980,23074,"Chicago-Naperville-Elgin, IL-IN-WI",Elgin,1,true
17,16980,24582,"Chicago-Naperville-Elgin, IL-IN-WI",Evanston,1,true
17,16980,35411,"Chicago-Naperville-Elgin, IL-IN-WI",Hoffman Estates,1,true
17,16980,51622,"Chicago-Naperville-Elgin, IL-IN-WI",Naperville,1,true
17,16980,68003,"Chicago-Naperville-Elgin, IL-IN-WI",Schaumburg,1,true
17,16980,70122,"Chicago-Naperville-Elgin, IL-IN-WI",Skokie,1,true
18,16980,27000,"Chicago-Naperville-Elgin, IL-IN-WI",Gary,1,true
06,17020,13014,"Chico, CA",Chico,1,true
39,17060,14184,"Chillicothe, OH",Chillicothe,2,true
39,17140,15000,"Cincinnati, OH-KY-IN",Cincinnati,1,true
54,17220,15628,"Clarksburg, WV",Clarksburg,2,true
28,17260,13820,"Clarksdale, MS",Clarksdale,2,true
47,17300,15160,"Clarksville, TN-KY",Clarksville,1,true
06,17340,13945,"Clearlake, CA",Clearlake,2,true
28,17380,14260,"Cleveland, MS",Cleveland,2,true
47,17420,15400,"Cleveland, TN",Cleveland,1,true
39,17460,16000,"Cleveland-Elyria, OH",Cleveland,1,true
39,17460,25256,"Cleveland-Elyria, OH",Elyria,1,true
12,17500,13000,"Clewiston, FL",Clewiston,2,true
19,17540,14430,"Clinton, IA",Clinton,2,true
35,17580,16420,"Clovis, NM",Clovis,2,true
72,17620,18719,"Coamo, PR",Coamo,2,true
72,17640,18891,"Coco, PR",Coco,2,true
16,17660,16750,"Coeur d'Alene, ID",Coeur d'Alene,1,true
20,17700,14600,"Coffeyville, KS",Coffeyville,2,true
26,17740,17020,"Coldwater, MI",Coldwater,2,true
48,17780,10912,"College Station-Bryan, TX",Bryan,1,true
48,17780,15976,"College Station-Bryan, TX",College Station,1,true
08,17820,16000,"Colorado Springs, CO",Colorado Springs,1,true
29,17860,15670,"Columbia, MO",Columbia,1,true
45,17900,16000,"Columbia, SC",Columbia,1,true
13,17980,19000,"Columbus, GA-AL",Columbus,1,true
18,18020,14734,"Columbus, IN",Columbus,1,true
28,18060,15380,"Columbus, MS",Columbus,2,true
31,18100,10110,"Columbus, NE",Columbus,2,true
39,18140,18000,"Columbus, OH",Columbus,1,true
33,18180,14200,"Concord, NH",Concord,2,true
18,18220,14932,"Connersville, IN",Connersville,2,true
47,18260,16920,"Cookeville, TN",Cookeville,2,true
41,18300,15250,"Coos Bay, OR",Coos Bay,2,true
13,18380,19616,"Cordele, GA",Cordele,2,true
28,18420,15700,"Corinth, MS",Corinth,2,true
13,18460,19728,"Cornelia, GA",Cornelia,2,true
36,18500,18256,"Corning, NY",Corning,2,true
48,18580,17000,"Corpus Christi, TX",Corpus Christi,1,true
48,18620,17060,"Corsicana, TX",Corsicana,2,true
36,18660,18388,"Cortland, NY",Cortland,2,true
41,18700,15800,"Corvallis, OR",Corvallis,1,true
39,18740,18868,"Coshocton, OH",Coshocton,2,true
08,18780,17760,"Craig, CO",Craig,2,true
18,18820,15742,"Crawfordsville, IN",Crawfordsville,2,true
06,18860,17022,"Crescent City, CA",Crescent City,2,true
12,18880,15475,"Crestview-Fort Walton Beach-Destin, FL",Crestview,1,true
12,18880,17325,"Crestview-Fort Walton Beach-Destin, FL",Destin,1,true
12,18880,24475,"Crestview-Fort Walton Beach-Destin, FL",Fort Walton Beach,1,true
47,18900,18540,"Crossville, TN",Crossville,2,true
01,18980,18976,"Cullman, AL",Cullman,2,true
37,19000,15880,"Cullowhee, NC",Cullowhee,2,true
24,19060,21325,"Cumberland, MD-WV",Cumberland,1,true
48,19100,04000,"Dallas-Fort Worth-Arlington, TX",Arlington,1,true
48,19100,19000,"Dallas-Fort Worth-Arlington, TX",Dallas,1,true
48,19100,19972,"Dallas-Fort Worth-Arlington, TX",Denton,1,true
48,19100,27000,"Dallas-Fort Worth-Arlington, TX",Fort Worth,1,true
48,19100,30644,"Dallas-Fort Worth-Arlington, TX",Grapevine,1,true
48,19100,37000,"Dallas-Fort Worth-Arlington, TX",Irving,1,true
48,19100,58016,"Dallas-Fort Worth-Arlington, TX",Plano,1,true
48,19100,61796,"Dallas-Fort Worth-Arlington, TX",Richardson,1,true
13,19140,21380,"Dalton, GA",Dalton,1,true
17,19180,18563,"Danville, IL",Danville,1,true
21,19220,19882,"Danville, KY",Danville,2,true
51,19260,21344,"Danville, VA",Danville,2,true
01,19300,19648,"Daphne-Fairhope-Foley, AL",Daphne,1,true
01,19300,25240,"Daphne-Fairhope-Foley, AL",Fairhope,1,true
01,19300,26992,"Daphne-Fairhope-Foley, AL",Foley,1,true
01,19300,32272,"Daphne-Fairhope-Foley, AL",Gulf Shores,1,true
17,19340,49867,"Davenport-Moline-Rock Island, IA-IL",Moline,1,true
17,19340,65078,"Davenport-Moline-Rock Island, IA-IL",Rock Island,1,true
19,19340,19000,"Davenport-Moline-Rock Island, IA-IL",Davenport,1,true
47,19420,19700,"Dayton, TN",Dayton,2,true
39,19430,21000,"Dayton-Kettering, OH",Dayton,1,true
39,19430,40040,"Dayton-Kettering, OH",Kettering,1,true
01,19460,20104,"Decatur, AL",Decatur,1,true
17,19500,18823,"Decatur, IL",Decatur,1,true
18,19540,17074,"Decatur, IN",Decatur,2,true
39,19580,21308,"Defiance, OH",Defiance,2,true
48,19620,19792,"Del Rio, TX",Del Rio,2,true
12,19660,16525,"Deltona-Daytona Beach-Ormond Beach, FL",Daytona Beach,1,true
12,19660,16875,"Deltona-Daytona Beach-Ormond Beach, FL",DeLand,1,true
12,19660,17200,"Deltona-Daytona Beach-Ormond Beach, FL",Deltona,1,true
12,19660,53150,"Deltona-Daytona Beach-Ormond Beach, FL",Ormond Beach,1,true
35,19700,20270,"Deming, NM",Deming,2,true
08,19740,04000,"Denver-Aurora-Lakewood, CO",Aurora,1,true
08,19740,09280,"Denver-Aurora-Lakewood, CO",Broomfield,1,true
08,19740,12815,"Denver-Aurora-Lakewood, CO",Centennial,1,true
08,19740,16495,"Denver-Aurora-Lakewood, CO",Commerce City,1,true
08,19740,20000,"Denver-Aurora-Lakewood, CO",Denver,1,true
08,19740,43000,"Denver-Aurora-Lakewood, CO",Lakewood,1,true
22,19760,20610,"DeRidder, LA",DeRidder,2,true
19,19780,21000,"Des Moines-West Des Moines, IA",Des Moines,1,true
19,19780,83910,"Des Moines-West Des Moines, IA",West Des Moines,1,true
26,19820,21000,"Detroit-Warren-Dearborn, MI",Dearborn,1,true
26,19820,22000,"Detroit-Warren-Dearborn, MI",Detroit,1,true
26,19820,27440,"Detroit-Warren-Dearborn, MI",Farmington Hills,1,true
26,19820,49000,"Detroit-Warren-Dearborn, MI",Livonia,1,true
26,19820,59440,"Detroit-Warren-Dearborn, MI",Novi,1,true
26,19820,65440,"Detroit-Warren-Dearborn, MI",Pontiac,1,true
26,19820,74900,"Detroit-Warren-Dearborn, MI",Southfield,1,true
26,19820,79000,"Detroit-Warren-Dearborn, MI",Taylor,1,true
26,19820,80700,"Detroit-Warren-Dearborn, MI",Troy,1,true
26,19820,84000,"Detroit-Warren-Dearborn, MI",Warren,1,true
38,19860,19620,"Dickinson, ND",Dickinson,2,true
17,19940,20162,"Dixon, IL",Dixon,2,true
20,19980,18250,"Dodge City, KS",Dodge City,2,true
01,20020,21184,"Dothan, AL",Dothan,1,true
13,20060,23872,"Douglas, GA",Douglas,2,true
10,20100,21200,"Dover, DE",Dover,1,true
13,20140,24376,"Dublin, GA",Dublin,2,true
42,20180,20136,"DuBois, PA",DuBois,2,true
19,20220,22395,"Dubuque, IA",Dubuque,1,true
27,20260,17000,"Duluth, MN-WI",Duluth,1,true
48,20300,21556,"Dumas, TX",Dumas,2,true
40,20340,21900,"Duncan, OK",Duncan,2,true
08,20420,22035,"Durango, CO",Durango,2,true
40,20460,22050,"Durant, OK",Durant,2,true
37,20500,11800,"Durham-Chapel Hill, NC",Chapel Hill,1,true
37,20500,19000,"Durham-Chapel Hill, NC",Durham,1,true
47,20540,22200,"Dyersburg, TN",Dyersburg,2,true
48,20580,21892,"Eagle Pass, TX",Eagle Pass,2,true
24,20660,24475,"Easton, MD",Easton,2,true
42,20700,21872,"East Stroudsburg, PA",East Stroudsburg,1,true
55,20740,22300,"Eau Claire, WI",Eau Claire,1,true
08,20780,23300,"Edwards, CO",Edwards,2,true
17,20820,22736,"Effingham, IL",Effingham,2,true
48,20900,22864,"El Campo, TX",El Campo,2,true
06,20940,21782,"El Centro, CA",El Centro,1,true
05,20980,21070,"El Dorado, AR",El Dorado,2,true
37,21020,20580,"Elizabeth City, NC",Elizabeth City,2,true
21,21060,24274,"Elizabethtown-Fort Knox, KY",Elizabethtown,1,true
21,21060,28540,"Elizabethtown-Fort Knox, KY",Fort Knox,1,true
40,21120,23500,"Elk City, OK",Elk City,2,true
18,21140,20728,"Elkhart-Goshen, IN",Elkhart,1,true
18,21140,28386,"Elkhart-Goshen, IN",Goshen,1,true
54,21180,24580,"Elkins, WV",Elkins,2,true
32,21220,22500,"Elko, NV",Elko,2,true
53,21260,21240,"Ellensburg, WA",Ellensburg,2,true
36,21300,24229,"Elmira, NY",Elmira,1,true
48,21340,24000,"El Paso, TX",El Paso,1,true
20,21380,21275,"Emporia, KS",Emporia,2,true
40,21420,23950,"Enid, OK",Enid,1,true
01,21460,24184,"Enterprise, AL",Enterprise,2,true
42,21500,24000,"Erie, PA",Erie,1,true
26,21540,26360,"Escanaba, MI",Escanaba,2,true
35,21580,25170,"Española, NM",Española,2,true
01,21640,24568,"Eufaula, AL-GA",Eufaula,2,true
41,21660,23850,"Eugene-Springfield, OR",Eugene,1,true
41,21660,69600,"Eugene-Springfield, OR",Springfield,1,true
06,21700,02476,"Eureka-Arcata, CA",Arcata,2,true
06,21700,23042,"Eureka-Arcata, CA",Eureka,2,true
56,21740,25620,"Evanston, WY",Evanston,2,true
18,21780,22000,"Evansville, IN-KY",Evansville,1,true
02,21820,24230,"Fairbanks, AK",Fairbanks,1,true
19,21840,26445,"Fairfield, IA",Fairfield,2,true
27,21860,20330,"Fairmont, MN",Fairmont,2,true
54,21900,26452,"Fairmont, WV",Fairmont,2,true
32,21980,24100,"Fallon, NV",Fallon,2,true
38,22020,25700,"Fargo, ND-MN",Fargo,1,true
27,22060,20546,"Faribault-Northfield, MN",Faribault,2,true
27,22060,46924,"Faribault-Northfield, MN",Northfield,2,true
29,22100,23752,"Farmington, MO",Farmington,2,true
35,22140,25800,"Farmington, NM",Farmington,1,true
37,22180,22920,"Fayetteville, NC",Fayetteville,1,true
05,22220,05320,"Fayetteville-Springdale-Rogers, AR",Bentonville,1,true
05,22220,23290,"Fayetteville-Springdale-Rogers, AR",Fayetteville,1,true
05,22220,60410,"Fayetteville-Springdale-Rogers, AR",Rogers,1,true
05,22220,66080,"Fayetteville-Springdale-Rogers, AR",Springdale,1,true
27,22260,20906,"Fergus Falls, MN",Fergus Falls,2,true
32,22280,24900,"Fernley, NV",Fernley,2,true
39,22300,27048,"Findlay, OH",Findlay,2,true
13,22340,29528,"Fitzgerald, GA",Fitzgerald,2,true
04,22380,23620,"Flagstaff, AZ",Flagstaff,1,true
26,22420,29000,"Flint, MI",Flint,1,true
45,22500,25810,"Florence, SC",Florence,1,true
01,22520,26896,"Florence-Muscle Shoals, AL",Florence,1,true
01,22520,53016,"Florence-Muscle Shoals, AL",Muscle Shoals,1,true
55,22540,26275,"Fond du Lac, WI",Fond du Lac,1,true
37,22580,24080,"Forest City, NC",Forest City,2,true
05,22620,24430,"Forrest City, AR",Forrest City,2,true
08,22660,27425,"Fort Collins, CO",Fort Collins,1,true
19,22700,28515,"Fort Dodge, IA",Fort Dodge,2,true
29,22780,25264,"Fort Leonard Wood, MO",Fort Leonard Wood,2,true
19,22800,28605,"Fort Madison-Keokuk, IA-IL-MO",Fort Madison,2,true
19,22800,40845,"Fort Madison-Keokuk, IA-IL-MO",Keokuk,2,true
08,22820,27810,"Fort Morgan, CO",Fort Morgan,2,true
01,22840,27616,"Fort Payne, AL",Fort Payne,2,true
22,22860,26757,"Fort Polk South, LA",Fort Polk South,2,true
05,22900,24550,"Fort Smith, AR-OK",Fort Smith,1,true
18,23060,25000,"Fort Wayne, IN",Fort Wayne,1,true
18,23140,25324,"Frankfort, IN",Frankfort,2,true
21,23180,28900,"Frankfort, KY",Frankfort,2,true
48,23240,27348,"Fredericksburg, TX",Fredericksburg,2,true
17,23300,27884,"Freeport, IL",Freeport,2,true
31,23340,17670,"Fremont, NE",Fremont,2,true
39,23380,28826,"Fremont, OH",Fremont,2,true
06,23420,27000,"Fresno, CA",Fresno,1,true
01,23460,28696,"Gadsden, AL",Gadsden,1,true
45,23500,28060,"Gaffney, SC",Gaffney,2,true
12,23540,25175,"Gainesville, FL",Gainesville,1,true
13,23580,31908,"Gainesville, GA",Gainesville,1,true
48,23620,27984,"Gainesville, TX",Gainesville,2,true
17,23660,28326,"Galesburg, IL",Galesburg,2,true
35,23700,28460,"Gallup, NM",Gallup,2,true
20,23780,25325,"Garden City, KS",Garden City,2,true
32,23820,26500,"Gardnerville Ranchos, NV",Gardnerville Ranchos,2,true
45,23860,28870,"Georgetown, SC",Georgetown,2,true
42,23900,28960,"Gettysburg, PA",Gettysburg,1,true
56,23940,31855,"Gillette, WY",Gillette,2,true
21,23980,31114,"Glasgow, KY",Glasgow,2,true
36,24020,29333,"Glens Falls, NY",Glens Falls,1,true
08,24060,30780,"Glenwood Springs, CO",Glenwood Springs,2,true
36,24100,29443,"Gloversville, NY",Gloversville,2,true
37,24140,26880,"Goldsboro, NC",Goldsboro,1,true
48,24180,30416,"Granbury, TX",Granbury,2,true
38,24220,32060,"Grand Forks, ND-MN",Grand Forks,1,true
31,24260,19595,"Grand Island, NE",Grand Island,1,true
08,24300,31660,"Grand Junction, CO",Grand Junction,1,true
27,24330,25118,"Grand Rapids, MN",Grand Rapids,2,true
26,24340,34000,"Grand Rapids-Kentwood, MI",Grand Rapids,1,true
26,24340,42820,"Grand Rapids-Kentwood, MI",Kentwood,1,true
35,24380,30490,"Grants, NM",Grants,2,true
41,24420,30550,"Grants Pass, OR",Grants Pass,1,true
20,24460,28300,"Great Bend, KS",Great Bend,2,true
30,24500,32800,"Great Falls, MT",Great Falls,1,true
08,24540,32155,"Greeley, CO",Greeley,1,true
55,24580,31000,"Green Bay, WI",Green Bay,1,true
47,24620,30980,"Greeneville, TN",Greeneville,2,true
37,24660,28000,"Greensboro-High Point, NC",Greensboro,1,true
37,24660,31400,"Greensboro-High Point, NC",High Point,1,true
18,24700,29718,"Greensburg, IN",Greensburg,2,true
28,24740,29180,"Greenville, MS",Greenville,2,true
