"yr","r","g","m","Val"
"1997","co","air","trn",0.0333966749276995
"1997","co","pip","trn",0.114240902899524
"1997","co","trn","trn",0.161469874478372
"1997","co","wtt","trn",0.00257605549774413
"1997","co","mvt","trd",0.512986629276698
"1997","co","ott","trd",1.97412467754888
"1997","co","fbt","trd",0.577781726383628
"1997","co","gmt","trd",0.477066942945616
"1997","ct","wht","trd",4.92199587163755
"1997","ct","trk","trn",0.853534944577843
"1997","ct","otr","trn",0.00499634587023737
"1997","ct","air","trn",0.0537501340378626
"1997","ct","pip","trn",0.121013972088594
"1997","ct","trn","trn",0.0340343863115501
"1997","ct","wtt","trn",0.0785916540136293
"1997","ct","mvt","trd",0.870160318526944
"1997","ct","ott","trd",3.34863495496931
"1997","ct","fbt","trd",0.980069854409095
"1997","ct","gmt","trd",0.809231078044961
"1997","dc","wht","trd",0.184762944338865
"1997","dc","trk","trn",0.0279462533890246
"1997","dc","otr","trn",0.000184005194274257
"1997","dc","air","trn",0.00197950744659604
"1997","dc","pip","trn",0.0067713542885642
"1997","dc","trn","trn",0.00957073779419161
"1997","dc","wtt","trn",0.00289436979358396
"1997","dc","mvt","trd",0.032664266019466
"1997","dc","ott","trd",0.125701782352436
"1997","dc","fbt","trd",0.0367900739214032
"1997","dc","gmt","trd",0.0303770910275787
"1997","de","wht","trd",0.504311737913425
"1997","de","trk","trn",0.114831196376858
"1997","de","otr","trn",0.000571261362207398
"1997","de","air","trn",0.00614556629720289
"1997","de","pip","trn",0.0210223036916479
"1997","de","trn","trn",0.0297132520155418
"1997","de","wtt","trn",0.00425223909160612
"1997","de","mvt","trd",0.0891573406284924
"1997","de","ott","trd",0.34310388667928
"1997","de","fbt","trd",0.100418761909519
"1997","de","gmt","trd",0.0829144806264602
"1997","fl","wht","trd",10.2651370426259
"1997","fl","trk","trn",2.11836754190451
"1997","fl","otr","trn",0.0105384387329103
"1997","fl","air","trn",0.113371353616242
"1997","fl","pip","trn",0.209578980778015
"1997","fl","trn","trn",0.548140145014092
"1997","fl","wtt","trn",0.165767813568392
"1997","fl","mvt","trd",1.81477497171534
"1997","fl","ott","trd",6.98379226942566
"1997","fl","fbt","trd",2.04399833507146
"1997","fl","gmt","trd",1.68770314561839
"1997","ga","wht","trd",5.95513524241733
"1997","ga","trk","trn",1.32849742451679
"1997","ga","otr","trn",0.00660899888152195
"1997","ga","air","trn",0.0710988760513916
"1997","ga","pip","trn",0.182850000004105
"1997","ga","trn","trn",0.343756575060999
"1997","ga","wtt","trn",0.0293213441224813
"1997","ga","mvt","trd",1.05280916818178
"1997","ga","ott","trd",4.05152189363656
"1997","ga","fbt","trd",1.18578899337448
"1997","ga","gmt","trd",0.979090726161378
"1997","hi","wht","trd",1.51705044803228
"1997","hi","trk","trn",0.173131943713909
"1997","hi","otr","trn",0.00173163621642264
"1997","hi","air","trn",0.0186287501215588
"1997","hi","pip","trn",0.0154532544439689
"1997","hi","trn","trn",0.000496014231945329
"1997","hi","wtt","trn",0.0272383373635607
"1997","hi","mvt","trd",0.276681622893931
"1997","hi","ott","trd",1.06475293585979
"1997","hi","fbt","trd",0.311629147059215
"1997","hi","gmt","trd",0.257308180116411
"1997","ia","wht","trd",2.65276452592822
"1997","ia","trk","trn",0.627883006507186
"1997","ia","otr","trn",0.00312358760442609
"1997","ia","air","trn",0.0336032085803003
"1997","ia","pip","trn",0.106279739108494
"1997","ia","trn","trn",0.162468445834149
"1997","ia","wtt","trn",0.041562824412183
"1997","ia","mvt","trd",0.468982600769774
"1997","ia","ott","trd",1.80478412629598
"1997","ia","fbt","trd",0.528219569969507
"1997","ia","gmt","trd",0.436144107614237
"1997","id","wht","trd",0.732173278306888
"1997","id","trk","trn",0.162758812324053
"1997","id","otr","trn",0.000809691301433089
"1997","id","air","trn",0.00871056910622809
"1997","id","pip","trn",0.0269336034185194
"1997","id","trn","trn",0.0421148064369508
"1997","id","wtt","trn",0.00478189202714817
"1997","id","mvt","trd",0.129441013297005
"1997","id","ott","trd",0.498127405380616
"1997","id","fbt","trd",0.14579064610912
"1997","id","gmt","trd",0.120377462064565
"1997","il","wht","trd",12.1096916337808
"1997","il","trk","trn",2.83120696096233
"1997","il","otr","trn",0.0140846668522245
"1997","il","air","trn",0.15152128192233
"1997","il","pip","trn",0.518312918659554
"1997","il","trn","trn",0.732591565650394
"1997","il","wtt","trn",0.221549366856516
"1997","il","mvt","trd",2.14087402836606
"1997","il","ott","trd",8.23871814530527
"1997","il","fbt","trd",2.41128680843651
"1997","il","gmt","trd",1.99096851585456
"1997","in","wht","trd",5.01683398169303
"1997","in","trk","trn",1.23889191383619
"1997","in","otr","trn",0.00616323006862291
"1997","in","air","trn",0.066303344663953
"1997","in","pip","trn",0.195510777816076
"1997","in","trn","trn",0.32057061858889
"1997","in","wtt","trn",0.0969465400794194
"1997","in","mvt","trd",0.886926760882148
"1997","in","ott","trd",3.41315719730295
"1997","in","fbt","trd",0.998954058122085
"1997","in","gmt","trd",0.824823522256907
"1997","ks","wht","trd",2.06791384117898
"1997","ks","trk","trn",0.488734929117923
"1997","ks","otr","trn",0.00243135480753824
"1997","ks","air","trn",0.0261562450224394
"1997","ks","pip","trn",0.0894733698577366
"1997","ks","trn","trn",0.126463056868451
"1997","ks","wtt","trn",0.00175516051727909
"1997","ks","mvt","trd",0.36558676879343
"1997","ks","ott","trd",1.40688630243262
"1997","ks","fbt","trd",0.411763859643496
"1997","ks","gmt","trd",0.33998812486704
"1997","ky","wht","trd",2.99834035234994
"1997","ky","trk","trn",0.71865812647807
"1997","ky","otr","trn",0.00357517498072515
"1997","ky","air","trn",0.0384613354266566
"1997","ky","pip","trn",0.131565723095936
"1997","ky","trn","trn",0.185957045635758
"1997","ky","wtt","trn",0.0562368823978125
"1997","ky","mvt","trd",0.530076998050181
"1997","ky","ott","trd",2.03989348480164
"1997","ky","fbt","trd",0.597030771506692
"1997","ky","gmt","trd",0.492960632019101
"1997","la","wht","trd",3.79299797915951
"1997","la","trk","trn",1.42649340681587
"1997","la","otr","trn",0.00709650854880175
"1997","la","air","trn",0.0763434509150204
"1997","la","pip","trn",0.261150092992152
"1997","la","trn","trn",0.369113615747112
"1997","la","wtt","trn",0.111626848712476
"1997","la","mvt","trd",0.670564627804007
"1997","la","ott","trd",2.58053154622329
"1997","la","fbt","trd",0.755263326942221
"1997","la","gmt","trd",0.623611218649075
"1997","ma","wht","trd",5.38607556432813
"1997","ma","trk","trn",1.03789793659396
"1997","ma","otr","trn",0.0051633267596122
"1997","ma","air","trn",0.0555464959028653
"1997","ma","pip","trn",0.0725721848277262
"1997","ma","trn","trn",0.268562236826458
"1997","ma","wtt","trn",0.0812182344437009
"1997","ma","mvt","trd",0.952205030417197
"1997","ma","ott","trd",3.66436733698735
"1997","ma","fbt","trd",1.07247759482805
"1997","ma","gmt","trd",0.885530961224226
"1997","md","wht","trd",2.84808310669383
"1997","md","trk","trn",0.620907722176217
"1997","md","otr","trn",0.00308888701299782
"1997","md","air","trn",0.0332299034711458
"1997","md","pip","trn",0.113670423298911
"1997","md","trn","trn",0.160663549710574
"1997","md","wtt","trn",0.0485876570032539
"1997","md","mvt","trd",0.503512999186524
"1997","md","ott","trd",1.93766733952167
"1997","md","fbt","trd",0.567111486583541
"1997","md","gmt","trd",0.468256663129768
"1997","me","wht","trd",0.799473196550487
"1997","me","trk","trn",0.171062573496028
"1997","me","otr","trn",0.000851000789344195
"1997","me","air","trn",0.0091549719898403
"1997","me","pip","trn",0.0313166585716517
"1997","me","trn","trn",0.0442634538094823
"1997","me","wtt","trn",0.0133860948257945
"1997","me","mvt","trd",0.141338974982252
"1997","me","ott","trd",0.54391429033022
"1997","me","fbt","trd",0.159191433674755
"1997","me","gmt","trd",0.131442320063824
"1997","mi","wht","trd",12.3282764817386
"1997","mi","trk","trn",2.49638442685711
"1997","mi","otr","trn",0.0124189942565741
"1997","mi","air","trn",0.133602161107911
"1997","mi","pip","trn",0.457016500814466
"1997","mi","trn","trn",0.645954252357053
"1997","mi","wtt","trn",0.0869312912755566
"1997","mi","mvt","trd",2.17951767331913
"1997","mi","ott","trd",8.38743035100127
"1997","mi","fbt","trd",2.45481151380013
"1997","mi","gmt","trd",2.02690630547694
"1997","mn","wht","trd",4.67918179291083
"1997","mn","trk","trn",1.05824232673927
"1997","mn","otr","trn",0.00526453587694602
"1997","mn","air","trn",0.0566352923480739
"1997","mn","pip","trn",0.152669479725514
"1997","mn","trn","trn",0.273826468242338
"1997","mn","wtt","trn",0.0709247294770101
"1997","mn","mvt","trd",0.827233184576021
"1997","mn","ott","trd",3.18343861332499
"1997","mn","fbt","trd",0.931720614590044
"1997","mn","gmt","trd",0.769309732351684
"1997","mo","wht","trd",3.84563658651448
"1997","mo","trk","trn",0.851943334261897
"1997","mo","otr","trn",0.00423824121849911
"1997","mo","air","trn",0.0455945283804578
"1997","mo","pip","trn",0.155966427817677
"1997","mo","trn","trn",0.220445382375084
"1997","mo","wtt","trn",0.0666667993212327
"1997","mo","mvt","trd",0.679870614346327
"1997","mo","ott","trd",2.61634374216304
"1997","mo","fbt","trd",0.765744748217674
"1997","mo","gmt","trd",0.632265593436771
"1997","ms","wht","trd",1.39406716161786
"1997","ms","trk","trn",0.366065870355739
"1997","ms","otr","trn",0.00182110170715943
"1997","ms","air","trn",0.0195912099359426
"1997","ms","pip","trn",0.0670161780123771
"1997","ms","trn","trn",0.0947217115501619
"1997","ms","wtt","trn",0.0286456140166902
"1997","ms","mvt","trd",0.246457322809124
"1997","ms","ott","trd",0.948440866004892
"1997","ms","fbt","trd",0.277587230008942
"1997","ms","gmt","trd",0.229200206884321
"1997","mt","wht","trd",0.539732735835025
"1997","mt","trk","trn",0.165697438107255
"1997","mt","otr","trn",0.000824310354625049
"1997","mt","air","trn",0.00886783925705076
"1997","mt","pip","trn",0.0303344559207322
"1997","mt","trn","trn",0.0428751932589176
"1997","mt","wtt","trn",0.00216831942649141
"1997","mt","mvt","trd",0.09541942366103
"1997","mt","ott","trd",0.36720223923249
"1997","mt","fbt","trd",0.107471805670911
"1997","mt","gmt","trd",0.0887380881793833
"1997","nc","wht","trd",7.16936997290783
"1997","nc","trk","trn",1.63014726490487
"1997","nc","otr","trn",0.0081096442128151
"1997","nc","air","trn",0.0872426518818001
"1997","nc","pip","trn",0.122708877637016
"1997","nc","trn","trn",0.365696130304232
"1997","nc","wtt","trn",0.127563296997475
"1997","nc","mvt","trd",1.26747389107164
"1997","nc","ott","trd",4.8776154069384
"1997","nc","fbt","trd",1.42756791529266
"1997","nc","gmt","trd",1.17872447344194
"1997","nd","wht","trd",0.462465759088386
"1997","nd","trk","trn",0.107210389352935
"1997","nd","otr","trn",0.000533349429396748
"1997","nd","air","trn",0.00573771393406974
"1997","nd","pip","trn",0.0196271521589008
"1997","nd","trn","trn",0.0277413230728136
"1997","nd","wtt","trn",0.000636559351956208
"1997","nd","mvt","trd",0.0817593843495584
"1997","nd","ott","trd",0.314634357026503
"1997","nd","fbt","trd",0.0920863732923346
"1997","nd","gmt","trd",0.0760345344746226
"1997","ne","wht","trd",1.41751673052406
"1997","ne","trk","trn",0.325349147272064
"1997","ne","otr","trn",0.00161854446289746
"1997","ne","air","trn",0.0174121215957465
"1997","ne","pip","trn",0.0595621120006931
"1997","ne","trn","trn",0.0841860183552412
"1997","ne","wtt","trn",0.00137487821654403
"1997","ne","mvt","trd",0.250602975280373
"1997","ne","ott","trd",0.964394566122913
"1997","ne","fbt","trd",0.282256517871673
"1997","ne","gmt","trd",0.233055577839627
"1997","nh","wht","trd",0.72574819956064
"1997","nh","trk","trn",0.139385306657248
"1997","nh","otr","trn",0.00069341296324561
"1997","nh","air","trn",0.00745965965648257
"1997","nh","pip","trn",0.0214436532229601
"1997","nh","trn","trn",0.0360667734435018
"1997","nh","wtt","trn",0.002521991416434
"1997","nh","mvt","trd",0.128305122752965
"1997","nh","ott","trd",0.493756161714587
"1997","nh","fbt","trd",0.144511281770827
"1997","nh","gmt","trd",0.119321107379201
"1997","nj","wht","trd",6.82400107456636
"1997","nj","trk","trn",1.65211115114625
"1997","nj","otr","trn",0.00821890998700804
"1997","nj","air","trn",0.0884181209468234
"1997","nj","pip","trn",0.242963289758762
"1997","nj","trn","trn",0.0804447580527949
"1997","nj","wtt","trn",0.129282028675371
"1997","nj","mvt","trd",1.20641607663464
"1997","nj","ott","trd",4.64264683006296
"1997","nj","fbt","trd",1.35879791736043
"1997","nj","gmt","trd",1.12194197032393
"1997","nm","wht","trd",1.00363487132791
"1997","nm","trk","trn",0.21657470417844
"1997","nm","otr","trn",0.00107741419084939
"1997","nm","air","trn",0.0115907022204807
"1997","nm","pip","trn",0.0396486263909162
"1997","nm","trn","trn",0.0560399871157512
"1997","nm","wtt","trn",0.0168665962085268
"1997","nm","mvt","trd",0.177432745190191
"1997","nm","ott","trd",0.68281382183212
"1997","nm","fbt","trd",0.199844190827201
"1997","nm","gmt","trd",0.165008778972825
"1997","nv","wht","trd",0.764983627113566
"1997","nv","trk","trn",0.167624715977183
"1997","nv","otr","trn",0.000833898161911442
"1997","nv","air","trn",0.00897098382313108
"1997","nv","pip","trn",0.0306872853081998
"1997","nv","trn","trn",0.0433738878198034
"1997","nv","wtt","trn",0.00269539222210056
"1997","nv","mvt","trd",0.135241559318003
"1997","nv","ott","trd",0.520449626642907
"1997","nv","fbt","trd",0.152323856338607
"1997","nv","gmt","trd",0.125771849753685
"1997","ny","wht","trd",13.7676095485575
"1997","ny","trk","trn",2.77951205349243
"1997","ny","otr","trn",0.0138274954197897
"1997","ny","air","trn",0.148754660210566
"1997","ny","pip","trn",0.379077706793043
"1997","ny","trn","trn",0.433507191020173
"1997","ny","wtt","trn",0.217504104826019
"1997","ny","mvt","trd",2.43397756165562
"1997","ny","ott","trd",9.36666746234603
"1997","ny","fbt","trd",2.74141210958123
"1997","ny","gmt","trd",2.26354873259465
"1997","oh","wht","trd",10.0303953205593
"1997","oh","trk","trn",2.38812651852104
"1997","oh","otr","trn",0.0118804336377086
"1997","oh","air","trn",0.127808385776229
"1997","oh","pip","trn",0.437197577927044
"1997","oh","trn","trn",0.617941877544652
"1997","oh","wtt","trn",0.186877160676292
"1997","oh","mvt","trd",1.77327495079456
"1997","oh","ott","trd",6.82408788193697
"1997","oh","fbt","trd",1.99725646625048
"1997","oh","gmt","trd",1.64910898549228
"1997","ok","wht","trd",2.17279120991385
"1997","ok","trk","trn",0.530746348303573
"1997","ok","otr","trn",0.00264035289611948
"1997","ok","air","trn",0.0284046232505794
"1997","ok","pip","trn",0.0971644576501115
"1997","ok","trn","trn",0.137333760346076
"1997","ok","wtt","trn",0.00149588137614042
"1997","ok","mvt","trd",0.384128053053841
"1997","ok","ott","trd",1.47823866275346
"1997","ok","fbt","trd",0.432647084698415
"1997","ok","gmt","trd",0.357231135299634
"1997","or","wht","trd",2.05626365346584
"1997","or","trk","trn",0.424697155572191
"1997","or","otr","trn",0.00211278017884234
"1997","or","air","trn",0.0227290545440001
"1997","or","pip","trn",0.0777498873399958
"1997","or","trn","trn",0.109892903774914
"1997","or","wtt","trn",0.033233665789943
"1997","or","mvt","trd",0.363527130525592
"1997","or","ott","trd",1.39896020358459
"1997","or","fbt","trd",0.409444069445854
"1997","or","gmt","trd",0.338072703926348
"1997","pa","wht","trd",8.32326961037914
"1997","pa","trk","trn",1.99197164975529
"1997","pa","otr","trn",0.00990964541014793
"1997","pa","air","trn",0.106606864876197
"1997","pa","pip","trn",0.364672965949764
"1997","pa","trn","trn",0.51543445948911
"1997","pa","wtt","trn",0.155877003654092
"1997","pa","mvt","trd",1.47147196467346
"1997","pa","ott","trd",5.66266049054537
"1997","pa","fbt","trd",1.65733288852556
"1997","pa","gmt","trd",1.36843845775618
"1997","ri","wht","trd",0.756948432907046
"1997","ri","trk","trn",0.157979917266608
"1997","ri","otr","trn",0.000785917290654673
"1997","ri","air","trn",0.00845481093832993
"1997","ri","pip","trn",0.024778277056557
"1997","ri","trn","trn",0.0159090294724535
"1997","ri","wtt","trn",0.00933840042326652
"1997","ri","mvt","trd",0.133821016243097
"1997","ri","ott","trd",0.514982955623338
"1997","ri","fbt","trd",0.150723885143687
"1997","ri","gmt","trd",0.124450774108841
"1997","sc","wht","trd",2.14160844628738
"1997","sc","trk","trn",0.460477218814502
"1997","sc","otr","trn",0.00229077856527897
"1997","sc","air","trn",0.0246439414189229
"1997","sc","pip","trn",0.0843001923034456
"1997","sc","trn","trn",0.119151207004306
"1997","sc","wtt","trn",0.0171010611021574
"1997","sc","mvt","trd",0.378615248037868
"1997","sc","ott","trd",1.45702375420918
"1997","sc","fbt","trd",0.426437959903416
"1997","sc","gmt","trd",0.35210434078701
"1997","sd","wht","trd",0.674857122541334
"1997","sd","trk","trn",0.147924873614246
"1997","sd","otr","trn",0.000735895535982258
"1997","sd","air","trn",0.00791668245637924
"1997","sd","pip","trn",0.0270808083063221
"1997","sd","trn","trn",0.038276436959191
"1997","sd","wtt","trn",6.79779578910302E-5
"1997","sd","mvt","trd",0.119308082335992
"1997","sd","ott","trd",0.459132882084288
"1997","sd","fbt","trd",0.13437782945884
"1997","sd","gmt","trd",0.110954046090809
"1997","tn","wht","trd",3.39235257325671
"1997","tn","trk","trn",0.722281712346544
"1997","tn","otr","trn",0.00359320156813879
"1997","tn","air","trn",0.0386552634522362
"1997","tn","pip","trn",0.132229097901592
"1997","tn","trn","trn",0.186894669935661
"1997","tn","wtt","trn",0.0565204374914456
"1997","tn","mvt","trd",0.599734472088994
"1997","tn","ott","trd",2.3079561020859
"1997","tn","fbt","trd",0.675486647954029
"1997","tn","gmt","trd",0.557740640495864
"1997","tx","wht","trd",26.6067799396176
"1997","tx","trk","trn",7.54656131923937
"1997","tx","otr","trn",0.0375425758437814
"1997","tx","air","trn",0.403878861899927
"1997","tx","pip","trn",1.38155927035752
"1997","tx","trn","trn",1.95271742700827
"1997","tx","wtt","trn",0.590538206946575
"1997","tx","mvt","trd",4.70381623858031
"1997","tx","ott","trd",18.1016798202509
"1997","tx","fbt","trd",5.297953029985
"1997","tx","gmt","trd",4.37445170117106
"1997","ut","wht","trd",1.14869769996556
"1997","ut","trk","trn",0.278100638180493
"1997","ut","otr","trn",0.00138349293929112
"1997","ut","air","trn",0.014883463406788
"1997","ut","pip","trn",0.0509122630185331
"1997","ut","trn","trn",0.0719601868539386
"1997","ut","wtt","trn",0.00236592261323454
"1997","ut","mvt","trd",0.203078422363782
"1997","ut","ott","trd",0.78150599291701
"1997","ut","fbt","trd",0.228729161284476
"1997","ut","gmt","trd",0.188858727705847
"1997","va","wht","trd",5.09124332844739
"1997","va","trk","trn",1.15651941871771
"1997","va","otr","trn",0.00575344400652032
"1997","va","air","trn",0.0618949117137706
"1997","va","pip","trn",0.208064821675483
"1997","va","trn","trn",0.29925624772253
"1997","va","wtt","trn",0.0905006763924755
"1997","va","mvt","trd",0.900081599399235
"1997","va","ott","trd",3.46378091703297
"1997","va","fbt","trd",1.01377047803427
"1997","va","gmt","trd",0.837057249683953
"1997","vt","wht","trd",0.277590297028047
"1997","vt","trk","trn",0.057455665991746
"1997","vt","otr","trn",0.000285830010106843
"1997","vt","air","trn",0.00307492750788218
"1997","vt","pip","trn",0.0105184871132092
"1997","vt","trn","trn",0.0148669937891338
"1997","vt","wtt","trn",0.00449605648697053
"1997","vt","mvt","trd",0.0490752263068337
"1997","vt","ott","trd",0.188856024269514
"1997","vt","fbt","trd",0.0552738947956779
"1997","vt","gmt","trd",0.0456389442773122
"1997","wa","wht","trd",5.63516476488028
"1997","wa","trk","trn",1.28519112138136
"1997","wa","otr","trn",0.00639355901411762
"1997","wa","air","trn",0.0687811978820193
"1997","wa","pip","trn",0.101299214335124
"1997","wa","trn","trn",0.332550812693937
"1997","wa","wtt","trn",0.10056957444569
"1997","wa","mvt","trd",0.996241544007764
"1997","wa","ott","trd",3.83383290047568
"1997","wa","fbt","trd",1.12207633950128
"1997","wa","gmt","trd",0.926484007010734
"1997","wi","wht","trd",4.66003680601909
"1997","wi","trk","trn",1.03815751817992
"1997","wi","otr","trn",0.00516461812411136
"1997","wi","air","trn",0.0555603882587439
"1997","wi","pip","trn",0.150956472305078
"1997","wi","trn","trn",0.268629405098892
"1997","wi","wtt","trn",0.0158199452452094
"1997","wi","mvt","trd",0.823848539743647
"1997","wi","ott","trd",3.170413496281
"1997","wi","fbt","trd",0.927908456879029
"1997","wi","gmt","trd",0.766162082742544
"1997","wv","wht","trd",0.483092395190054
"1997","wv","trk","trn",0.13601969469819
"1997","wv","otr","trn",0.00067666974247411
"1997","wv","air","trn",0.00727953794672374
"1997","wv","pip","trn",0.0249013109695933
"1997","wv","trn","trn",0.0351959014202075
"1997","wv","wtt","trn",0.0106438976930735
"1997","wv","mvt","trd",0.0854059701469569
"1997","wv","ott","trd",0.328667500583468
"1997","wv","fbt","trd",0.0961935576070557
"1997","wv","gmt","trd",0.0794257837572923
"1997","wy","wht","trd",0.218653765425134
"1997","wy","trk","trn",0.0763313009651893
"1997","wy","otr","trn",0.000379732375384576
"1997","wy","air","trn",0.0040851187258714
"1997","wy","pip","trn",0.0139740753444956
"1997","wy","trn","trn",0.0197511761073137
"1997","wy","wtt","trn",0.00481733820649072
"1997","wy","mvt","trd",0.0386558288814958
"1997","wy","ott","trd",0.148759093065769
"1997","wy","fbt","trd",0.0435384282382412
"1997","wy","gmt","trd",0.0359491204235209
"1998","ak","wht","trd",0.770231818146102
"1998","ak","trk","trn",0.266638289378426
"1998","ak","otr","trn",0.00162760322748696
"1998","ak","air","trn",0.00578718735777932
"1998","ak","pip","trn",0.0498931827518876
"1998","ak","trn","trn",0.000271628722121922
"1998","ak","wtt","trn",0.0216043175567508
"1998","ak","mvt","trd",0.131481104029365
"1998","ak","ott","trd",0.558144503495121
"1998","ak","fbt","trd",0.159644069408367
"1998","ak","gmt","trd",0.13567194383617
"1998","al","wht","trd",2.82280763930154
"1998","al","trk","trn",0.707596953738823
"1998","al","otr","trn",0.00391877901362408
"1998","al","air","trn",0.0139338064600623
"1998","al","pip","trn",0.120127776960048
"1998","al","trn","trn",0.169236886277412
"1998","al","wtt","trn",0.052016698428268
"1998","al","mvt","trd",0.455512312890819
"1998","al","ott","trd",1.93367477092053
"1998","al","fbt","trd",0.553082055648593
"1998","al","gmt","trd",0.470031350797029
"1998","ar","wht","trd",1.91049862134137
"1998","ar","trk","trn",0.509996532413081
"1998","ar","otr","trn",0.00282443797656471
"1998","ar","air","trn",0.0100427127906626
"1998","ar","pip","trn",0.0865814209238801
"1998","ar","trn","trn",0.121976535797417
"1998","ar","wtt","trn",0.0197297393338909
"1998","ar","mvt","trd",0.308294349804601
"1998","ar","ott","trd",1.30872643694572
"1998","ar","fbt","trd",0.374330326336633
"1998","ar","gmt","trd",0.318120949930241
"1998","az","wht","trd",3.10529437289182
"1998","az","trk","trn",0.645085923829981
"1998","az","otr","trn",0.00357258346991457
"1998","az","air","trn",0.0127028562874158
"1998","az","pip","trn",0.109515364033799
"1998","az","trn","trn",0.154286041726897
"1998","az","wtt","trn",0.00684382848069704
"1998","az","mvt","trd",0.501096781200718
"1998","az","ott","trd",2.1271833409903
"1998","az","fbt","trd",0.608430617531551
"1998","az","gmt","trd",0.517068782297155
"1998","ca","wht","trd",44.0122021273297
"1998","ca","trk","trn",10.3803956226464
"1998","ca","otr","trn",0.0574882018700106
"1998","ca","air","trn",0.204407922929273
"1998","ca","pip","trn",0.626912247686809
"1998","ca","trn","trn",1.5501330519793
"1998","ca","wtt","trn",0.763081166215155
"1998","ca","mvt","trd",7.10218426056082
"1998","ca","ott","trd",30.149162019177
"1998","ca","fbt","trd",8.62345662073809
"1998","ca","gmt","trd",7.32855988110454
"1998","co","wht","trd",3.13651746034076
"1998","co","trk","trn",0.704511163777862
"1998","co","otr","trn",0.00390168944183385
"1998","co","air","trn",0.0138730419247358
"1998","co","pip","trn",0.119603906575619
"1998","co","trn","trn",0.168498853867945
"1998","co","wtt","trn",0.00291750091307712
"1998","co","mvt","trd",0.506135204854333
"1998","co","ott","trd",2.14857172595486
"1998","co","fbt","trd",0.614548260529793
"1998","co","gmt","trd",0.522267801091547
"1998","ct","wht","trd",5.10257283560828
"1998","ct","trk","trn",0.854658128549666
"1998","ct","otr","trn",0.00609361972687494
"1998","ct","air","trn",0.0216667787645855
"1998","ct","pip","trn",0.152171356190205
"1998","ct","trn","trn",0.0488956310449284
"1998","ct","wtt","trn",0.080884882400211
"1998","ct","mvt","trd",0.823394666246867
"1998","ct","ott","trd",3.49535555367901
"1998","ct","fbt","trd",0.999764005780144
"1998","ct","gmt","trd",0.849639617333128
"1998","dc","wht","trd",0.186829707232573
"1998","dc","trk","trn",0.0264353229799606
"1998","dc","otr","trn",0.000222236770973762
"1998","dc","air","trn",0.000790196166788662
"1998","dc","pip","trn",0.00681253246560799
"1998","dc","trn","trn",0.00959754530816564
"1998","dc","wtt","trn",0.00294990430826145
"1998","dc","mvt","trd",0.030148434797095
"1998","dc","ott","trd",0.127981760536643
"1998","dc","fbt","trd",0.0366061636980635
"1998","dc","gmt","trd",0.0311093885523381
"1998","de","wht","trd",0.542354872127443
"1998","de","trk","trn",0.128606500619884
"1998","de","otr","trn",0.000712242263031071
"1998","de","air","trn",0.00253248417715033
"1998","de","pip","trn",0.0182995495384504
