"yr","r","g","m","Val"
"2008","fl","trk","trn",4.39179453102731
"2008","fl","otr","trn",0.0464858303672304
"2008","fl","air","trn",0.0809447419013712
"2008","fl","pip","trn",0.187964020605556
"2008","fl","trn","trn",1.09414695715775
"2008","fl","wtt","trn",0.510614594281372
"2008","fl","mvt","trd",1.90431871770384
"2008","fl","ott","trd",12.4669929954091
"2008","fl","fbt","trd",3.32543661845274
"2008","fl","gmt","trd",3.33262136265215
"2008","ga","wht","trd",11.6021812081169
"2008","ga","trk","trn",2.45135793179304
"2008","ga","otr","trn",0.025946889860542
"2008","ga","air","trn",0.0451807418801198
"2008","ga","pip","trn",0.252318595914877
"2008","ga","trn","trn",0.610717510354128
"2008","ga","wtt","trn",0.109775078348052
"2008","ga","mvt","trd",0.983781838902659
"2008","ga","ott","trd",6.44051921592124
"2008","ga","fbt","trd",1.71793939808581
"2008","ga","gmt","trd",1.72165107764597
"2008","hi","wht","trd",2.62090808324332
"2008","hi","trk","trn",0.457665295927554
"2008","hi","otr","trn",0.0074887364217471
"2008","hi","air","trn",0.0130399700733975
"2008","hi","pip","trn",0.00835446489440253
"2008","hi","trn","trn",0.000906688283842733
"2008","hi","wtt","trn",0.0822585738377196
"2008","hi","mvt","trd",0.272348403682802
"2008","hi","ott","trd",1.78298181363167
"2008","hi","fbt","trd",0.47559126850151
"2008","hi","gmt","trd",0.476618803228438
"2008","ia","wht","trd",5.27256891765245
"2008","ia","trk","trn",1.20740423547451
"2008","ia","otr","trn",0.0127800123795443
"2008","ia","air","trn",0.0222535511442166
"2008","ia","pip","trn",0.158293413855875
"2008","ia","trn","trn",0.300805891753501
"2008","ia","wtt","trn",0.0598350193268576
"2008","ia","mvt","trd",0.447076067207109
"2008","ia","ott","trd",2.92687045843178
"2008","ia","fbt","trd",0.780711291288989
"2008","ia","gmt","trd",0.782398050522462
"2008","id","wht","trd",1.60998687789706
"2008","id","trk","trn",0.33900552578061
"2008","id","otr","trn",0.00358827200445212
"2008","id","air","trn",0.006248178186294
"2008","id","pip","trn",0.0328449712113146
"2008","id","trn","trn",0.0844579275901948
"2008","id","wtt","trn",0.0044919610268284
"2008","id","mvt","trd",0.136515351978698
"2008","id","ott","trd",0.893724312564845
"2008","id","fbt","trd",0.23839137127125
"2008","id","gmt","trd",0.238906425749338
"2008","il","wht","trd",22.2904024648022
"2008","il","trk","trn",4.77956692317544
"2008","il","otr","trn",0.0505902850531551
"2008","il","air","trn",0.0880917375035461
"2008","il","pip","trn",0.626611985276599
"2008","il","trn","trn",1.19075438720513
"2008","il","wtt","trn",0.555699181297314
"2008","il","mvt","trd",1.89006642228291
"2008","il","ott","trd",12.3736875704666
"2008","il","fbt","trd",3.30054839745844
"2008","il","gmt","trd",3.30767936962069
"2008","in","wht","trd",10.5314513258139
"2008","in","trk","trn",2.5122652276305
"2008","in","otr","trn",0.0265915753535503
"2008","in","air","trn",0.0463033183819673
"2008","in","pip","trn",0.312441860350749
"2008","in","trn","trn",0.625891611040863
"2008","in","wtt","trn",0.292090005775767
"2008","in","mvt","trd",0.892991616470768
"2008","in","ott","trd",5.84614336035291
"2008","in","fbt","trd",1.55939601589581
"2008","in","gmt","trd",1.56276515588111
"2008","ks","wht","trd",4.16712753328995
"2008","ks","trk","trn",0.915025752623955
"2008","ks","otr","trn",0.00968527366606441
"2008","ks","air","trn",0.0168647514941754
"2008","ks","pip","trn",0.119961936436278
"2008","ks","trn","trn",0.227964363059647
"2008","ks","wtt","trn",0.00949607783692598
"2008","ks","mvt","trd",0.353342558102251
"2008","ks","ott","trd",2.31322580400418
"2008","ks","fbt","trd",0.617028163745502
"2008","ks","gmt","trd",0.618361278770381
"2008","ky","wht","trd",4.80687036029392
"2008","ky","trk","trn",1.14767909773631
"2008","ky","otr","trn",0.0121478396761213
"2008","ky","air","trn",0.0211527628844089
"2008","ky","pip","trn",0.150463313821583
"2008","ky","trn","trn",0.285926307278315
"2008","ky","wtt","trn",0.13343559055773
"2008","ky","mvt","trd",0.407588166189672
"2008","ky","ott","trd",2.66835523153668
"2008","ky","fbt","trd",0.711755128222149
"2008","ky","gmt","trd",0.713292904795763
"2008","la","wht","trd",8.34174595562051
"2008","la","trk","trn",2.92945747687084
"2008","la","otr","trn",0.0310074304195599
"2008","la","air","trn",0.0539925485359365
"2008","la","pip","trn",0.384058471169153
"2008","la","trn","trn",0.729828538606858
"2008","la","wtt","trn",0.340595109914453
"2008","la","mvt","trd",0.70732028992427
"2008","la","ott","trd",4.63060989634613
"2008","la","fbt","trd",1.23516550628926
"2008","la","gmt","trd",1.23783413276597
"2008","ma","wht","trd",10.0098092313779
"2008","ma","trk","trn",1.84082676061449
"2008","ma","otr","trn",0.0194846001844642
"2008","ma","air","trn",0.0339281006819375
"2008","ma","pip","trn",0.108965270980158
"2008","ma","trn","trn",0.430535077897257
"2008","ma","wtt","trn",0.21402481442901
"2008","ma","mvt","trd",0.848760104334559
"2008","ma","ott","trd",5.55657316033756
"2008","ma","fbt","trd",1.48215627194967
"2008","ma","gmt","trd",1.48535853225391
"2008","md","wht","trd",5.67781276120213
"2008","md","trk","trn",1.14907364787914
"2008","md","otr","trn",0.0121626005719056
"2008","md","air","trn",0.0211784657037422
"2008","md","pip","trn",0.0554605483178583
"2008","md","trn","trn",0.286273737647519
"2008","md","wtt","trn",0.133597728756673
"2008","md","mvt","trd",0.481437841640728
"2008","md","ott","trd",3.15182650029135
"2008","md","fbt","trd",0.840715901816763
"2008","md","gmt","trd",0.842532303508323
"2008","me","wht","trd",1.53999227346433
"2008","me","trk","trn",0.323803173070498
"2008","me","otr","trn",0.00342735965204756
"2008","me","air","trn",0.00596798508806958
"2008","me","pip","trn",0.0424513250631012
"2008","me","trn","trn",0.0790809427246224
"2008","me","wtt","trn",0.037647167843651
"2008","me","mvt","trd",0.13058031102158
"2008","me","ott","trd",0.854869412199699
"2008","me","fbt","trd",0.228027243487736
"2008","me","gmt","trd",0.228519905836454
"2008","mi","wht","trd",18.9873257658519
"2008","mi","trk","trn",3.8288394680893
"2008","mi","otr","trn",0.0405271195543207
"2008","mi","air","trn",0.0705689713707474
"2008","mi","pip","trn",0.501969475261757
"2008","mi","trn","trn",0.652381702078668
"2008","mi","wtt","trn",0.129591788986318
"2008","mi","mvt","trd",1.60998918416354
"2008","mi","ott","trd",10.5401074384507
"2008","mi","fbt","trd",2.8114605704164
"2008","mi","gmt","trd",2.81753484797535
"2008","mn","wht","trd",9.44413864447387
"2008","mn","trk","trn",2.04348497754557
"2008","mn","otr","trn",0.0216296767421737
"2008","mn","air","trn",0.037663274754355
"2008","mn","pip","trn",0.192806731482313
"2008","mn","trn","trn",0.509102339461234
"2008","mn","wtt","trn",0.237586992141327
"2008","mn","mvt","trd",0.800795291493309
"2008","mn","ott","trd",5.24256218089448
"2008","mn","fbt","trd",1.39839721232553
"2008","mn","gmt","trd",1.40141850769588
"2008","mo","wht","trd",6.9639533831969
"2008","mo","trk","trn",1.51352879776842
"2008","mo","otr","trn",0.0160202492288553
"2008","mo","air","trn",0.0278957034601981
"2008","mo","pip","trn",0.152550926444117
"2008","mo","trn","trn",0.377072041269103
"2008","mo","wtt","trn",0.175971322780649
"2008","mo","mvt","trd",0.590493351419203
"2008","mo","ott","trd",3.86577961322318
"2008","mo","fbt","trd",1.03115523441895
"2008","mo","gmt","trd",1.03338308821357
"2008","ms","wht","trd",2.75033415311811
"2008","ms","trk","trn",0.677118449048662
"2008","ms","otr","trn",0.00716709607852156
"2008","ms","air","trn",0.0124799049016712
"2008","ms","pip","trn",0.0887717532666963
"2008","ms","trn","trn",0.168693477217084
"2008","ms","wtt","trn",0.0787255778244569
"2008","ms","mvt","trd",0.23320863053392
"2008","ms","ott","trd",1.52674567356087
"2008","ms","fbt","trd",0.407243027391868
"2008","ms","gmt","trd",0.408122892899624
"2008","mt","wht","trd",1.27359039187765
"2008","mt","trk","trn",0.317661002201374
"2008","mt","otr","trn",0.00336234661214065
"2008","mt","air","trn",0.00585477932850981
"2008","mt","pip","trn",0.0416460726324787
"2008","mt","trn","trn",0.0791402731869183
"2008","mt","wtt","trn",0.0018084521553456
"2008","mt","mvt","trd",0.107991340184688
"2008","mt","ott","trd",0.70698631963808
"2008","mt","fbt","trd",0.188581015240433
"2008","mt","gmt","trd",0.1889884523715
"2008","nc","wht","trd",13.9690488926309
"2008","nc","trk","trn",3.00646186536456
"2008","nc","otr","trn",0.0318224988194502
"2008","nc","air","trn",0.0554118090017577
"2008","nc","pip","trn",0.100080948094033
"2008","nc","trn","trn",0.589495493794448
"2008","nc","wtt","trn",0.34954807078519
"2008","nc","mvt","trd",1.18447526036736
"2008","nc","ott","trd",7.7543977470539
"2008","nc","fbt","trd",2.06840239916685
"2008","nc","gmt","trd",2.07287126862508
"2008","nd","wht","trd",1.1845187388538
"2008","nd","trk","trn",0.264644330786202
"2008","nd","otr","trn",0.00280118101647595
"2008","nd","air","trn",0.00487763416521659
"2008","nd","pip","trn",0.0346954676378849
"2008","nd","trn","trn",0.0659319982328588
"2008","nd","wtt","trn",0.00554671375166514
"2008","nd","mvt","trd",0.100438702190671
"2008","nd","ott","trd",0.657541505546346
"2008","nd","fbt","trd",0.175392141593532
"2008","nd","gmt","trd",0.175771083614242
"2008","ne","wht","trd",2.91584602136378
"2008","ne","trk","trn",0.659487000194612
"2008","ne","otr","trn",0.00698047247061654
"2008","ne","air","trn",0.012154941366434
"2008","ne","pip","trn",0.0864602306230509
"2008","ne","trn","trn",0.164300877340735
"2008","ne","wtt","trn",0.00461941093536036
"2008","ne","mvt","trd",0.247242851098328
"2008","ne","ott","trd",1.61862342902581
"2008","ne","fbt","trd",0.431750432871029
"2008","ne","gmt","trd",0.432683247648178
"2008","nh","wht","trd",1.18809072425288
"2008","nh","trk","trn",0.227585175626791
"2008","nh","otr","trn",0.00240892095327798
"2008","nh","air","trn",0.00419460044670615
"2008","nh","pip","trn",0.0118858289833528
"2008","nh","trn","trn",0.00519470456381466
"2008","nh","wtt","trn",0.00569628137994911
"2008","nh","mvt","trd",0.100741580959879
"2008","nh","ott","trd",0.659524360337967
"2008","nh","fbt","trd",0.1759210468344
"2008","nh","gmt","trd",0.176301131576892
"2008","nj","wht","trd",12.8067356685636
"2008","nj","trk","trn",2.7813551744587
"2008","nj","otr","trn",0.0294398118849749
"2008","nj","air","trn",0.0512628892681689
"2008","nj","pip","trn",0.199258856339063
"2008","nj","trn","trn",0.226086950217144
"2008","nj","wtt","trn",0.323375907940396
"2008","nj","mvt","trd",1.08591942673206
"2008","nj","ott","trd",7.10918280684182
"2008","nj","fbt","trd",1.89629823661986
"2008","nj","gmt","trd",1.90039526787294
"2008","nm","wht","trd",1.45997398327756
"2008","nm","trk","trn",0.308531965474047
"2008","nm","otr","trn",0.00326571849128376
"2008","nm","air","trn",0.00568652293206843
"2008","nm","pip","trn",0.040449235362634
"2008","nm","trn","trn",0.0768659163866585
"2008","nm","wtt","trn",0.00563908324207287
"2008","nm","mvt","trd",0.123795333330426
"2008","nm","ott","trd",0.810450235638953
"2008","nm","fbt","trd",0.216178904730266
"2008","nm","gmt","trd",0.216645968250039
"2008","nv","wht","trd",2.03645469912173
"2008","nv","trk","trn",0.417824163575429
"2008","nv","otr","trn",0.00442254369007422
"2008","nv","air","trn",0.0077008769062013
"2008","nv","pip","trn",0.0288659981085769
"2008","nv","trn","trn",0.104094359144826
"2008","nv","wtt","trn",0.0146859918027402
"2008","nv","mvt","trd",0.172676767653167
"2008","nv","ott","trd",1.13046205595123
"2008","nv","fbt","trd",0.301538624270981
"2008","nv","gmt","trd",0.302190111016994
"2008","ny","wht","trd",26.0218418573246
"2008","ny","trk","trn",5.03065707308467
"2008","ny","otr","trn",0.0532479991226774
"2008","ny","air","trn",0.0927195558668119
"2008","ny","pip","trn",0.271650410526537
"2008","ny","trn","trn",0.455891916613006
"2008","ny","wtt","trn",0.584892326404208
"2008","ny","mvt","trd",2.20646574767539
"2008","ny","ott","trd",14.4450573137501
"2008","ny","fbt","trd",3.85306405197165
"2008","ny","gmt","trd",3.86138875719795
"2008","oh","wht","trd",16.0415706991956
"2008","oh","trk","trn",3.67316858031768
"2008","oh","otr","trn",0.0388793898094652
"2008","oh","air","trn",0.0676998162353674
"2008","oh","pip","trn",0.481560671367128
"2008","oh","trn","trn",0.915112534725511
"2008","oh","wtt","trn",0.282701729489869
"2008","oh","mvt","trd",1.36021026031735
"2008","oh","ott","trd",8.90488111575508
"2008","oh","fbt","trd",2.37528149379766
"2008","oh","gmt","trd",2.38041338831035
"2008","ok","wht","trd",4.44690895555272
"2008","ok","trk","trn",1.11492446259243
"2008","ok","otr","trn",0.0118011416686709
"2008","ok","air","trn",0.0205490653596126
"2008","ok","pip","trn",0.146169107404053
"2008","ok","trn","trn",0.277766001935637
"2008","ok","wtt","trn",0.0120500214968869
"2008","ok","mvt","trd",0.377066018126467
"2008","ok","ott","trd",2.46853605076024
"2008","ok","fbt","trd",0.658455505685432
"2008","ok","gmt","trd",0.659878126206537
"2008","or","wht","trd",4.01469561329734
"2008","or","trk","trn",0.800777088437188
"2008","or","otr","trn",0.00847598575754597
"2008","or","air","trn",0.0147590453711225
"2008","or","pip","trn",0.0480293656918957
"2008","or","trn","trn",0.199501094253205
"2008","or","wtt","trn",0.0931028228286736
"2008","or","mvt","trd",0.340417423434221
"2008","or","ott","trd",2.22860889514696
"2008","or","fbt","trd",0.594457511194585
"2008","or","gmt","trd",0.59574186138537
"2008","pa","wht","trd",14.9585814494671
"2008","pa","trk","trn",3.50118504492191
"2008","pa","otr","trn",0.0370589955729219
"2008","pa","air","trn",0.0645300042631667
"2008","pa","pip","trn",0.459013242639499
"2008","pa","trn","trn",0.872265525238823
"2008","pa","wtt","trn",0.309555201973393
"2008","pa","mvt","trd",1.26838053136393
"2008","pa","ott","trd",8.30369992849411
"2008","pa","fbt","trd",2.21492286239563
"2008","pa","gmt","trd",2.21970829541199
"2008","ri","wht","trd",1.36739292144068
"2008","ri","trk","trn",0.28482810954596
"2008","ri","otr","trn",0.00301482027235807
"2008","ri","air","trn",0.0052496394470577
"2008","ri","pip","trn",0.022638289332969
"2008","ri","trn","trn",0.00937640522902411
"2008","ri","wtt","trn",0.0331157089814311
"2008","ri","mvt","trd",0.115945122613348
"2008","ri","ott","trd",0.759057303819061
"2008","ri","fbt","trd",0.20247039158147
"2008","ri","gmt","trd",0.202907837288116
"2008","sc","wht","trd",4.28033923516182
"2008","sc","trk","trn",0.890275106574814
"2008","sc","otr","trn",0.0094232954870783
"2008","sc","air","trn",0.0164085747212899
"2008","sc","pip","trn",0.0515769221729244
"2008","sc","trn","trn",0.221798126485728
"2008","sc","wtt","trn",0.0881743645903232
"2008","sc","mvt","trd",0.362942099279465
"2008","sc","ott","trd",2.37607106803633
"2008","sc","fbt","trd",0.633791463635523
"2008","sc","gmt","trd",0.635160796467406
"2008","sd","wht","trd",1.5120786660675
"2008","sd","trk","trn",0.317015408684612
"2008","sd","otr","trn",0.00335551319803296
"2008","sd","air","trn",0.00584288045659805
"2008","sd","pip","trn",0.0359523985811769
"2008","sd","trn","trn",0.0789794336537992
"2008","sd","wtt","trn",0.00213381111824885
"2008","sd","mvt","trd",0.128213437110314
"2008","sd","ott","trd",0.839374211633515
"2008","sd","fbt","trd",0.223894064990561
"2008","sd","gmt","trd",0.224377797435136
"2008","tn","wht","trd",6.47793961592247
"2008","tn","trk","trn",1.33130069495236
"2008","tn","otr","trn",0.0140914193130195
"2008","tn","air","trn",0.0245370748528228
"2008","tn","pip","trn",0.165064800869496
"2008","tn","trn","trn",0.331672757947398
"2008","tn","wtt","trn",0.154784464395377
"2008","tn","mvt","trd",0.54928286615573
"2008","tn","ott","trd",3.59598715341025
"2008","tn","fbt","trd",0.959190990468965
"2008","tn","gmt","trd",0.961263362519799
"2008","tx","wht","trd",60.0141427270089
"2008","tx","trk","trn",14.3051373388112
"2008","tx","otr","trn",0.151415596293017
"2008","tx","air","trn",0.263656608152587
"2008","tx","pip","trn",1.8754357144918
"2008","tx","trn","trn",3.5639013574988
"2008","tx","wtt","trn",1.66319527172593
"2008","tx","mvt","trd",5.08876931269083
"2008","tx","ott","trd",33.3146183917494
"2008","tx","fbt","trd",8.88631701088619
"2008","tx","gmt","trd",8.90551626858482
"2008","ut","wht","trd",2.61499018663603
"2008","ut","trk","trn",0.612045872825582
"2008","ut","otr","trn",0.00647832233956497
"2008","ut","air","trn",0.0112805585183143
"2008","ut","pip","trn",0.0802405920067727
"2008","ut","trn","trn",0.152481662031767
"2008","ut","wtt","trn",0.00924059971035853
"2008","ut","mvt","trd",0.221732431891464
"2008","ut","ott","trd",1.4516145063044
"2008","ut","fbt","trd",0.387202594636852
"2008","ut","gmt","trd",0.388039161955676
"2008","va","wht","trd",10.3269974025584
"2008","va","trk","trn",2.19693725719302
"2008","va","otr","trn",0.0232539231842056
"2008","va","air","trn",0.0404915389371365
"2008","va","pip","trn",0.198053565664381
"2008","va","trn","trn",0.54733257624918
"2008","va","wtt","trn",0.255428212389718
"2008","va","mvt","trd",0.875655388654356
"2008","va","ott","trd",5.73264837196429
"2008","va","fbt","trd",1.52912244547371
"2008","va","gmt","trd",1.5324261781503
"2008","vt","wht","trd",0.51324701317033
"2008","vt","trk","trn",0.106511560207837
"2008","vt","otr","trn",0.00112739297910925
"2008","vt","air","trn",0.00196310430500013
"2008","vt","pip","trn",0.00333372066830409
"2008","vt","trn","trn",0.0265356902924758
"2008","vt","wtt","trn",0.0123836296797516
"2008","vt","mvt","trd",0.0435196693941274
"2008","vt","ott","trd",0.284909983006049
"2008","vt","fbt","trd",0.075996681060137
"2008","vt","gmt","trd",0.0761608750521054
"2008","wa","wht","trd",11.8464773235805
"2008","wa","trk","trn",2.53305623519059
"2008","wa","otr","trn",0.0268116419445017
"2008","wa","air","trn",0.0466865154393276
"2008","wa","pip","trn",0.11168880189067
"2008","wa","trn","trn",0.631071365580243
"2008","wa","wtt","trn",0.294507284593114
"2008","wa","mvt","trd",1.00449639915616
"2008","wa","ott","trd",6.57613111490775
"2008","wa","fbt","trd",1.75411241710922
"2008","wa","gmt","trd",1.75790224998229
"2008","wi","wht","trd",8.54329320048565
"2008","wi","trk","trn",1.89041191945175
"2008","wi","otr","trn",0.0200094442467618
"2008","wi","air","trn",0.0348419999674948
"2008","wi","pip","trn",0.184924450137274
"2008","wi","trn","trn",0.470966579795582
"2008","wi","wtt","trn",0.0275110606597605
"2008","wi","mvt","trd",0.724410052239005
"2008","wi","ott","trd",4.74249135037495
"2008","wi","fbt","trd",1.2650086837331
"2008","wi","gmt","trd",1.26774178763658
"2008","wv","wht","trd",0.884294839075912
"2008","wv","trk","trn",0.224194834895349
"2008","wv","otr","trn",0.00237303521158049
"2008","wv","air","trn",0.00413211340330614
"2008","wv","pip","trn",0.0293924476507172
"2008","wv","trn","trn",0.0558546386171328
"2008","wv","wtt","trn",0.02606614536525
"2008","wv","mvt","trd",0.0749818665398547
"2008","wv","ott","trd",0.490883377999987
"2008","wv","fbt","trd",0.130937874208485
"2008","wv","gmt","trd",0.131220770934582
"2008","wy","wht","trd",0.554322617994527
"2008","wy","trk","trn",0.224438818526215
"2008","wy","otr","trn",0.00237561770527337
"2008","wy","air","trn",0.00413661024210156
"2008","wy","pip","trn",0.0294244344540761
"2008","wy","trn","trn",0.0559154233249379
"2008","wy","wtt","trn",0.00810251845246409
"2008","wy","mvt","trd",0.0470025863838842
"2008","wy","ott","trd",0.307711576726268
"2008","wy","fbt","trd",0.0820787615381013
"2008","wy","gmt","trd",0.082256096118043
"2009","ak","wht","trd",1.14366274667498
"2009","ak","trk","trn",0.417507896020403
"2009","ak","otr","trn",0.00418050357685071
"2009","ak","air","trn",0.00667542926667097
"2009","ak","pip","trn",0.0596110010690978
"2009","ak","trn","trn",0.000584872998271584
"2009","ak","wtt","trn",0.0446335179625342
"2009","ak","mvt","trd",0.112131219455229
"2009","ak","ott","trd",0.983635065243935
"2009","ak","fbt","trd",0.271272537353888
"2009","ak","gmt","trd",0.287344162943814
"2009","al","wht","trd",4.56753092441796
"2009","al","trk","trn",1.05832229604551
"2009","al","otr","trn",0.0105969735812203
"2009","al","air","trn",0.0169212503426459
"2009","al","pip","trn",0.15110528955825
"2009","al","trn","trn",0.252438350055253
"2009","al","wtt","trn",0.11313953020038
"2009","al","mvt","trd",0.321927211854012
"2009","al","ott","trd",2.82400294560476
"2009","al","fbt","trd",0.778819779426099
"2009","al","gmt","trd",0.824961198749486
"2009","ar","wht","trd",2.89046241935977
"2009","ar","trk","trn",0.652044183153514
"2009","ar","otr","trn",0.00652891374251938
"2009","ar","air","trn",0.0104253712681228
"2009","ar","pip","trn",0.0930976560432851
"2009","ar","trn","trn",0.155530086036589
"2009","ar","wtt","trn",0.0319349138052045
"2009","ar","mvt","trd",0.203724621251879
"2009","ar","ott","trd",1.78710872931244
"2009","ar","fbt","trd",0.492859126984908
"2009","ar","gmt","trd",0.522058718785628
"2009","az","wht","trd",5.26586182596977
"2009","az","trk","trn",0.996922174155999
"2009","az","otr","trn",0.00998217459987217
"2009","az","air","trn",0.015939539159348
"2009","az","pip","trn",0.142338694323799
"2009","az","trn","trn",0.237792768533542
"2009","az","wtt","trn",0.0399428849206483
"2009","az","mvt","trd",0.371146740699724
"2009","az","ott","trd",3.25576543514727
"2009","az","fbt","trd",0.897893722813206
"2009","az","gmt","trd",0.951089714834223
"2009","ca","wht","trd",73.9136164107219
"2009","ca","trk","trn",15.9946455652974
"2009","ca","otr","trn",0.160154271652188
"2009","ca","air","trn",0.255734385228005
"2009","ca","pip","trn",1.61125600606614
"2009","ca","trn","trn",1.32323271945234
"2009","ca","wtt","trn",1.60763277577063
"2009","ca","mvt","trd",5.20955519358258
"2009","ca","ott","trd",45.6991477273419
"2009","ca","fbt","trd",12.6031738771247
"2009","ca","gmt","trd",13.3498528213838
"2009","co","wht","trd",5.36085407396312
"2009","co","trk","trn",1.10437445644564
"2009","co","otr","trn",0.0110580935339435
"2009","co","air","trn",0.0176575668105707
"2009","co","pip","trn",0.157680531389635
"2009","co","trn","trn",0.263423029704665
"2009","co","wtt","trn",0.0135135454618326
"2009","co","mvt","trd",0.377841953069444
"2009","co","ott","trd",3.31449703271758
"2009","co","fbt","trd",0.914091060686468
"2009","co","gmt","trd",0.96824666901215
"2009","ct","wht","trd",7.88177242857158
"2009","ct","trk","trn",1.03486544716614
"2009","ct","otr","trn",0.0151120334414015
"2009","ct","air","trn",0.0241308991749834
"2009","ct","pip","trn",0.137240991152093
"2009","ct","trn","trn",0.0229376118709464
"2009","ct","wtt","trn",0.161344968054143
"2009","ct","mvt","trd",0.555520491133009
"2009","ct","ott","trd",4.873124872758
"2009","ct","fbt","trd",1.34393841352898
"2009","ct","gmt","trd",1.42356046155804
"2009","dc","wht","trd",0.351525700009731
"2009","dc","trk","trn",0.0302881963110809
"2009","dc","otr","trn",0.000653810757937587
"2009","dc","air","trn",0.00104400519893557
"2009","dc","pip","trn",0.00932287536033294
"2009","dc","trn","trn",0.0155749099228322
"2009","dc","wtt","trn",0.00698046866174168
"2009","dc","mvt","trd",0.0247761187328104
"2009","dc","ott","trd",0.217340534461681
"2009","dc","fbt","trd",0.0599394229999813
"2009","dc","gmt","trd",0.0634905527012352
"2009","de","wht","trd",0.87562557774564
"2009","de","trk","trn",0.176900603950063
"2009","de","otr","trn",0.00177130448216517
"2009","de","air","trn",0.00282841948656778
"2009","de","pip","trn",0.00619890500318938
"2009","de","trn","trn",0.0421955549380314
"2009","de","wtt","trn",0.0046400184669624
"2009","de","mvt","trd",0.0617155538815827
"2009","de","ott","trd",0.541379850890809
"2009","de","fbt","trd",0.149304849951642
"2009","de","gmt","trd",0.158150462082488
"2009","fl","wht","trd",19.358959829228
"2009","fl","trk","trn",3.59026171910337
"2009","fl","otr","trn",0.0359492649159582
"2009","fl","air","trn",0.0574037961512944
"2009","fl","pip","trn",0.21454428407552
"2009","fl","trn","trn",0.856374044110679
"2009","fl","wtt","trn",0.383815521711637
"2009","fl","mvt","trd",1.36445183740302
"2009","fl","ott","trd",11.9692149842534
"2009","fl","fbt","trd",3.30093896978691
"2009","fl","gmt","trd",3.49650412258526
"2009","ga","wht","trd",10.0036512011852
"2009","ga","trk","trn",2.03966116656535
"2009","ga","otr","trn",0.0204231126732349
"2009","ga","air","trn",0.0326116319599311
"2009","ga","pip","trn",0.248934162104281
"2009","ga","trn","trn",0.486514081280764
"2009","ga","wtt","trn",0.120942299630485
"2009","ga","mvt","trd",0.705074052666205
"2009","ga","ott","trd",6.18503540018167
"2009","ga","fbt","trd",1.70574464648107
"2009","ga","gmt","trd",1.80680201696787
"2009","hi","wht","trd",2.24322028879333
"2009","hi","trk","trn",0.382967019254507
"2009","hi","otr","trn",0.00639672738744685
"2009","hi","air","trn",0.0102142960598173
"2009","hi","pip","trn",0.00961351523622036
"2009","hi","trn","trn",0.000930047384197302
"2009","hi","wtt","trn",0.0682952284337297
"2009","hi","mvt","trd",0.205001588820126
"2009","hi","ott","trd",1.79831051667736
"2009","hi","fbt","trd",0.495948420350663
"2009","hi","gmt","trd",0.525331038294745
"2009","ia","wht","trd",4.42689828020681
"2009","ia","trk","trn",0.99205449647701
"2009","ia","otr","trn",0.00993343457808591
"2009","ia","air","trn",0.0158617110790919
"2009","ia","pip","trn",0.141643696355875
"2009","ia","trn","trn",0.23663169640412
"2009","ia","wtt","trn",0.0474241753930071
"2009","ia","mvt","trd",0.31201518809419
"2009","ia","ott","trd",2.73705290452735
"2009","ia","fbt","trd",0.754840196855764
"2009","ia","gmt","trd",0.799560938374341
"2009","id","wht","trd",1.37958659855512
"2009","id","trk","trn",0.280991097469794
"2009","id","otr","trn",0.00281356184932674
"2009","id","air","trn",0.00449269633844767
"2009","id","pip","trn",0.0341299605126886
"2009","id","trn","trn",0.0670239390122794
"2009","id","wtt","trn",0.00287808011624872
"2009","id","mvt","trd",0.0972355687423404
"2009","id","ott","trd",0.852967759278598
"2009","id","fbt","trd",0.235236355958074
"2009","id","gmt","trd",0.249173006807345
"2009","il","wht","trd",18.88863866273
"2009","il","trk","trn",4.07047777662353
"2009","il","otr","trn",0.0407576648654194
"2009","il","air","trn",0.06508185051925
"2009","il","pip","trn",0.581175248197429
"2009","il","trn","trn",0.97091849780252
"2009","il","wtt","trn",0.435152831097939
"2009","il","mvt","trd",1.33130281568601
"2009","il","ott","trd",11.6784258507917
"2009","il","fbt","trd",3.22074346958937
"2009","il","gmt","trd",3.41155741511203
"2009","in","wht","trd",8.20825455652805
"2009","in","trk","trn",1.82817963074084
"2009","in","otr","trn",0.0183055495675324
"2009","in","air","trn",0.0292303066076209
"2009","in","pip","trn",0.261024088313935
"2009","in","trn","trn",0.436070043419924
"2009","in","wtt","trn",0.1954408267848
"2009","in","mvt","trd",0.578531497059933
"2009","in","ott","trd",5.07498152272778
"2009","in","fbt","trd",1.39960760178172
"2009","in","gmt","trd",1.48252778813034
"2009","ks","wht","trd",3.58728127791621
"2009","ks","trk","trn",0.785840676094594
"2009","ks","otr","trn",0.00786861706943067
"2009","ks","air","trn",0.0125646099107213
"2009","ks","pip","trn",0.112200870520844
"2009","ks","trn","trn",0.187444150445351
"2009","ks","wtt","trn",0.00832229673320876
"2009","ks","mvt","trd",0.252837578780668
"2009","ks","ott","trd",2.21793635624681
"2009","ks","fbt","trd",0.611675248583477
"2009","ks","gmt","trd",0.647914138350022
"2009","ky","wht","trd",4.12795137888452
"2009","ky","trk","trn",0.954680452759882
"2009","ky","otr","trn",0.00955920854564413
"2009","ky","air","trn",0.0152641468470828
"2009","ky","pip","trn",0.136307499888182
"2009","ky","trn","trn",0.227716981136287
"2009","ky","wtt","trn",0.102059739571144
"2009","ky","mvt","trd",0.290944910951546
