code,desc,sect,aggr,category
313100,"Fiber, yarn, and thread mills",fyt_tex,tex,goods
313200,Fabric mills,fml_tex,tex,goods
313300,Textile and fabric finishing and fabric coating mills,txf_tex,tex,goods
314110,Carpet and rug mills,rug_tex,tex,goods
314120,Curtain and linen mills,lin_tex,tex,goods
314900,Other textile product mills,otp_tex,tex,goods
315000,Apparel manufacturing,app_alt,alt,goods
316000,Leather and allied product manufacturing,lea_alt,alt,goods
322110,Pulp mills,plp_ppd,ppd,goods
322120,Paper mills,ppm_ppd,ppd,goods
322130,Paperboard mills,pbm_ppd,ppd,goods
322210,Paperboard container manufacturing,pbc_ppd,ppd,goods
322220,Paper Bag and Coated and Treated Paper Manufacturing,ppb_ppd,ppd,goods
322230,Stationery product manufacturing,sta_ppd,ppd,goods
322291,Sanitary paper product manufacturing,toi_ppd,ppd,goods
322299,All other converted paper product manufacturing,opp_ppd,ppd,goods
323110,Printing,pri_pri,pri,goods
323120,Support activities for printing,sap_pri,pri,goods
324110,Petroleum refineries,ref_pet,pet,goods
324121,Asphalt paving mixture and block manufacturing,pav_pet,pet,goods
324122,Asphalt shingle and coating materials manufacturing,shn_pet,pet,goods
324190,Other petroleum and coal products manufacturing,oth_pet,pet,goods
325110,Petrochemical manufacturing,ptr_che,che,goods
325120,Industrial gas manufacturing,igm_che,che,goods
325130,Synthetic dye and pigment manufacturing,sdp_che,che,goods
325180,Other Basic Inorganic Chemical Manufacturing,obi_che,che,goods
325190,Other basic organic chemical manufacturing,obo_che,che,goods
325211,Plastics material and resin manufacturing,pmr_che,che,goods
3252A0,Synthetic rubber and artificial and synthetic fibers and filaments manufacturing,srf_che,che,goods
325411,Medicinal and botanical manufacturing,mbm_che,che,goods
325412,Pharmaceutical preparation manufacturing,phm_che,che,goods
325413,In-vitro diagnostic substance manufacturing,inv_che,che,goods
325414,Biological product (except diagnostic) manufacturing,bio_che,che,goods
325310,Fertilizer manufacturing,fmf_che,che,goods
325320,Pesticide and other agricultural chemical manufacturing,pag_che,che,goods
325510,Paint and coating manufacturing,pnt_che,che,goods
325520,Adhesive manufacturing,adh_che,che,goods
325610,Soap and cleaning compound manufacturing,sop_che,che,goods
325620,Toilet preparation manufacturing,toi_che,che,goods
325910,Printing ink manufacturing,pri_che,che,goods
3259A0,All other chemical product and preparation manufacturing,och_che,che,goods
326110,Plastics packaging materials and unlaminated film and sheet manufacturing,plm_pla,pla,goods
326120,"Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing",ppp_pla,pla,goods
326130,"Laminated plastics plate, sheet (except packaging), and shape manufacturing",lam_pla,pla,goods
326140,Polystyrene foam product manufacturing,fom_pla,pla,goods
326150,Urethane and other foam product (except polystyrene) manufacturing,ure_pla,pla,goods
326160,Plastics bottle manufacturing,bot_pla,pla,goods
326190,Other plastics product manufacturing,opm_pla,pla,goods
326220,Rubber and plastics hoses and belting manufacturing,rbr_pla,pla,goods
326290,Other rubber product manufacturing,orb_pla,pla,goods
423100,Motor vehicle and motor vehicle parts and supplies,mtv_wht,wht,goods
423400,Professional and commercial equipment and supplies,pce_wht,wht,goods
423600,Household appliances and electrical and electronic goods,hha_wht,wht,goods
423800,"Machinery, equipment, and supplies",mch_wht,wht,goods
423A00,Other durable goods merchant wholesalers,odg_wht,wht,goods
424200,Drugs and druggists’ sundries,dru_wht,wht,goods
424400,Grocery and related product wholesalers,gro_wht,wht,goods
424700,Petroleum and petroleum products,pet_wht,wht,goods
424A00,Other nondurable goods merchant wholesalers,ndg_wht,wht,goods
425000,Wholesale electronic markets and agents and brokers,ele_wht,wht,goods
4200ID,Customs duties,dut_wht,wht,goods
441000,Motor vehicle and parts dealers,mvt_mvt,mvt,goods
445000,Food and beverage stores,fbt_fbt,fbt,goods
452000,General merchandise stores,gmt_gmt,gmt,goods
444000,Building material and garden equipment and supplies dealers,bui_ott,ott,goods
446000,Health and personal care stores,hea_ott,ott,goods
447000,Gasoline stations,gas_ott,ott,goods
448000,Clothing and clothing accessories stores,clo_ott,ott,goods
454000,Nonstore retailers,non_ott,ott,goods
4B0000,All other retail,oth_ott,ott,goods
481000,Air transportation,air_air,air,goods
482000,Rail transportation,trn_trn,trn,goods
483000,Water transportation,wtt_wtt,wtt,goods
484000,Truck transportation,trk_trk,trk,goods
485000,Transit and ground passenger transportation,grd_grd,grd,goods
486000,Pipeline transportation,pip_pip,pip,goods
48A000,Scenic and sightseeing transportation and support activities for transportation,sce_otr,otr,goods
492000,Couriers and messengers,mes_otr,otr,goods
493000,Warehousing and storage,wrh_wrh,wrh,goods
511110,Newspaper publishers,new_pub,pub,goods
511120,Periodical Publishers,pdl_pub,pub,goods
511130,Book publishers,bok_pub,pub,goods
5111A0,"Directory, mailing list, and other publishers",mal_pub,pub,goods
511200,Software publishers,sfw_pub,pub,goods
512100,Motion picture and video industries,pic_mov,mov,goods
512200,Sound recording industries,snd_mov,mov,goods
515100,Radio and television broadcasting,rad_brd,brd,goods
515200,Cable and other subscription programming,cbl_brd,brd,goods
517110,Wired telecommunications carriers,wtl_brd,brd,goods
517210,Wireless telecommunications carriers (except satellite),wls_brd,brd,goods
517A00,"Satellite, telecommunications resellers, and all other telecommunications",sat_brd,brd,goods
518200,"Data processing, hosting, and related services",dpr_dat,dat,goods
519130,Internet publishing and broadcasting and Web search portals,int_dat,dat,goods
5191A0,"News syndicates, libraries, archives and all other information services",new_dat,dat,goods
522A00,Nondepository credit intermediation and related activities,cre_bnk,bnk,goods
52A000,Monetary authorities and depository credit intermediation,mon_bnk,bnk,goods
523900,Other financial investment activities,ofi_sec,sec,goods
523A00,Securities and commodity contracts intermediation and brokerage,com_sec,sec,goods
524113,Direct life insurance carriers,dir_ins,ins,goods
5241XX,"Insurance carriers, except direct life",car_ins,ins,goods
524200,"Insurance agencies, brokerages, and related activities",agn_ins,ins,goods
525000,"Funds, trusts, and other financial vehicles",fin_fin,fin,goods
531HSO,Owner-occupied housing,own_hou,hou,goods
531ORE,Other real estate,ore_ore,ore,goods
532100,Automotive equipment rental and leasing,aut_rnt,rnt,goods
532400,Commercial and industrial machinery and equipment rental and leasing,com_rnt,rnt,goods
532A00,General and consumer goods rental,cmg_rnt,rnt,goods
533000,Lessors of nonfinancial intangible assets,int_rnt,rnt,goods
541100,Legal services,leg_leg,leg,goods
541511,Custom computer programming services,cus_com,com,goods
541512,Computer systems design services,sys_com,com,goods
54151A,"Other computer related services, including facilities management",ocs_com,com,goods
541200,"Accounting, tax preparation, bookkeeping, and payroll services",acc_tsv,tsv,goods
541300,"Architectural, engineering, and related services",arc_tsv,tsv,goods
541610,Management consulting services,mgt_tsv,tsv,goods
5416A0,Environmental and other technical consulting services,env_tsv,tsv,goods
541700,Scientific research and development services,sci_tsv,tsv,goods
541800,"Advertising, public relations, and related services",adv_tsv,tsv,goods
541400,Specialized design services,des_tsv,tsv,goods
541920,Photographic services,pht_tsv,tsv,goods
541940,Veterinary services,vet_tsv,tsv,goods
5419A0,"All other miscellaneous professional, scientific, and technical services",mkt_tsv,tsv,goods
550000,Management of companies and enterprises,man_man,man,goods
561300,Employment services,emp_adm,adm,goods
561700,Services to buildings and dwellings,dwe_adm,adm,goods
561100,Office administrative services,off_adm,adm,goods
561200,Facilities support services,fac_adm,adm,goods
561400,Business support services,bsp_adm,adm,goods
561500,Travel arrangement and reservation services,trv_adm,adm,goods
561600,Investigation and security services,inv_adm,adm,goods
561900,Other support services,oss_adm,adm,goods
562000,Waste management and remediation services,wst_wst,wst,goods
611100,Elementary and secondary schools,sec_edu,edu,goods
611A00,"Junior colleges, colleges, universities, and professional schools",uni_edu,edu,goods
611B00,Other educational services,oes_edu,edu,goods
621100,Offices of physicians,phy_amb,amb,goods
621200,Offices of dentists,dnt_amb,amb,goods
621300,Offices of other health practitioners,ohp_amb,amb,goods
621400,Outpatient care centers,out_amb,amb,goods
621500,Medical and diagnostic laboratories,lab_amb,amb,goods
621600,Home health care services,hom_amb,amb,goods
621900,Other ambulatory health care services,oas_amb,amb,goods
622000,Hospitals,hos_hos,hos,goods
623A00,Nursing and community care facilities,ncc_nrs,nrs,goods
623B00,"Residential mental health, substance abuse, and other residential care facilities",res_nrs,nrs,goods
624100,Individual and family services,ifs_soc,soc,goods
624400,Child day care services,day_soc,soc,goods
624A00,"Community food, housing, and other relief services, including rehabilitation services",cmf_soc,soc,goods
711100,Performing arts companies,pfm_art,art,goods
711200,Spectator sports,spr_art,art,goods
711500,"Independent artists, writers, and performers",ind_art,art,goods
711A00,Promoters of performing arts and sports and agents for public figures,agt_art,art,goods
712000,"Museums, historical sites, zoos, and parks",mus_art,art,goods
713100,Amusement parks and arcades,amu_rec,rec,goods
713200,Gambling industries (except casino hotels),cas_rec,rec,goods
713900,Other amusement and recreation industries,ori_rec,rec,goods
721000,Accommodation,amd_amd,amd,goods
722110,Full-service restaurants,ful_res,res,goods
722211,Limited-service restaurants,lim_res,res,goods
722A00,All other food and drinking places,ofd_res,res,goods
811100,Automotive repair and maintenance,atr_osv,osv,goods
811200,Electronic and precision equipment repair and maintenance,eqr_osv,osv,goods
811300,Commercial and industrial machinery and equipment repair and maintenance,imr_osv,osv,goods
811400,Personal and household goods repair and maintenance,hgr_osv,osv,goods
812100,Personal care services,pcs_osv,osv,goods
812200,Death care services,fun_osv,osv,goods
812300,Dry-cleaning and laundry services,dry_osv,osv,goods
812900,Other personal services,ops_osv,osv,goods
813100,Religious organizations,rel_osv,osv,goods
813A00,"Grantmaking, giving, and social advocacy organizations",grt_osv,osv,goods
813B00,"Civic, social, professional, and similar organizations",civ_osv,osv,goods
814000,Private households,prv_osv,osv,goods
S00500,Federal general government (defense),fdd_fdd,fdd,goods
S00600,Federal general government (nondefense),fnd_fnd,fnd,goods
491000,Postal service,pst_fen,fen,goods
S00102,Other federal government enterprises,ofg_fen,fen,goods
GSLGE,State and local government educational services,edu_slg,slg,goods
GSLGH,State and local government hospitals and health services,hea_slg,slg,goods
GSLGO,State and local government other services,oth_slg,slg,goods
S00203,Other state and local government enterprises,ent_sle,sle,goods
S00401,Scrap,srp_use,use,goods
S00402,Used and secondhand goods,sec_use,use,goods
S00300,Noncomparable imports,imp_oth,oth,goods
S00900,Rest of the world adjustment,rwa_oth,oth,goods
T017,Total industry supply,TotalBasic,TotalBasic,
331314,Secondary smelting and alloying of aluminum,sme_pmt,pmt,goods
MDTY,Import duties,Duties,Duties,
TOP,Tax on products,Tax,Tax,
SUB,Subsidies,Subsidies,Subsidies,
S00101,Federal electric utilities,ele_fen,fen,goods
S00201,State and local government passenger transit,trn_sle,sle,goods
S00202,State and local government electric utilities,ele_sle,sle,goods
T007,Total Commodity Output,Output,Output,
MCIF,Imports,imports,imports,
TRADE,Trade margins,Margins,Margins,
MADJ,CIF/FOB Adjustments on Imports,ciffob,ciffob,
TRANS,Transportation costs,TrnCost,TrnCost,
T013,Total product supply (basic prices),BasicSupply,BasicSupply,
T014,Total trade and transportation margins,TrdTrn,TrdTrn,
T015,Total tax less subsidies on products,TaxLesSubsidies,TaxLesSubsidies,
T016,Total product supply (purchaser prices),Supply,Supply,
T005,Total intermediate inputs,interm,interm,
V00100,Compensation of employees,compen,compen,valueadded
T00OTOP,Other taxes on production,othtax,othtax,valueadded
V00300,Gross operating surplus,surplus,surplus,valueadded
VABAS,Value added (basic value),basicvalueadded,basicvalueadded,
T018,Total industry output (basic value),industryoutput,industryoutput,
T00TOP,Plus: Taxes on products and imports,taxes,taxes,
T00SUB,Less: Subsidies,subsidies,subsidies,
VAPRO,Value added (producer value),valueadded,valueadded,
T001,Total Intermediate,totint,totint,
F01000,Personal consumption expenditures,pce,pce,finaldemand
F02E00,Nonresidential private fixed investment in equipment,equipment,equipment,finaldemand
F02N00,Nonresidential private fixed investment in intellectual property products,intelprop,intelprop,finaldemand
F02R00,Residential private fixed investment,residential,residential,finaldemand
F02S00,Nonresidential private fixed investment in structures,structures,structures,finaldemand
F03000,Change in private inventories,changinv,changinv,finaldemand
F04000,Exports of goods and services,exports,exports,
F06C00,Federal Government defense: Consumption expenditures,defense,defense,finaldemand
F06E00,Federal national defense: Gross investment in equipment,def_equipment,def_equipment,finaldemand
F07C00,Federal Government nondefense: Consumption expenditures,nondefense,nondefense,finaldemand
F06N00,Federal national defense: Gross investment in intellectual property products,def_intelprop,def_intelprop,finaldemand
F06S00,Federal national defense: Gross investment in structures,def_structures,def_structures,finaldemand
F07E00,Federal nondefense: Gross investment in equipment,fed_equipment,fed_equipment,finaldemand
F07S00,Federal nondefense: Gross investment in structures,fed_structures,fed_structures,finaldemand
F07N00,Federal nondefense: Gross investment in intellectual property products,fed_intelprop,fed_intelprop,finaldemand
F10C00,State and local government consumption expenditures,state_consume,state_consume,finaldemand
F10E00,State and local: Gross investment in equipment,state_equipment,state_equipment,finaldemand
F10N00,State and local: Gross investment in intellectual property products,state_intelprop,state_intelprop,finaldemand
F10S00,State and local: Gross investment in structures,state_invest,state_invest,finaldemand
T019,Total use of products,totaluse,totaluse,
